IWI_IRQ_work_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;RTR_APIC_ICR_read_retries_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;CAL_Function_call_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;TLB_TLB_shootdowns_CPU0;RTR_APIC_ICR_read_retries_CPU0;THR_Threshold_APIC_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;PMI_Performance_monitoring_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;MCE_Machine_check_exceptions_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;PIN_Posted-interrupt_notification_event_CPU2;CAL_Function_call_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;TRM_Thermal_event_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU0;TRM_Thermal_event_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;RES_Rescheduling_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU2;PMI_Performance_monitoring_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;MCP_Machine_check_polls_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;CAL_Function_call_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU1;RES_Rescheduling_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;MCE_Machine_check_exceptions_CPU2;LOC_Local_timer_interrupts_CPU1;MCP_Machine_check_polls_CPU2;NMI_Non-maskable_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU1;12_IO-APIC_12-edge_i8042_CPU1;SPU_Spurious_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;SPU_Spurious_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;timestamp_us;SPU_Spurious_interrupts_CPU1;MCE_Machine_check_exceptions_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;1_IO-APIC_1-edge_i8042_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;NPI_Nested_posted-interrupt_event_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;PMI_Performance_monitoring_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;RES_Rescheduling_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;IWI_IRQ_work_interrupts_CPU1;LOC_Local_timer_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;IWI_IRQ_work_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;MCP_Machine_check_polls_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;TRM_Thermal_event_interrupts_CPU2;ERR_CPU0;TLB_TLB_shootdowns_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;MIS_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;12_IO-APIC_12-edge_i8042_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;6_IO-APIC_6-edge_floppy_CPU2;LOC_Local_timer_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;TLB_TLB_shootdowns_CPU2;THR_Threshold_APIC_interrupts_CPU2
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50136;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;456438;1;0;0;0;0;0;0;0;22023298;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57243;0;0;370392;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;367470;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50136;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;457632;1;0;0;0;0;0;0;0;23024327;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57243;0;0;370642;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;367721;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50138;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;458826;1;0;0;0;0;0;0;0;24025358;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57245;0;0;370892;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;367972;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50141;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;460020;1;0;0;0;0;0;0;0;25026388;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57276;0;0;371145;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;368223;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50141;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;461212;1;0;0;0;0;0;0;0;26027407;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57276;0;0;371397;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;368475;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50141;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;462403;1;0;0;0;0;0;0;0;27028425;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57276;0;0;371648;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;368726;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50141;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;463595;1;0;0;0;0;0;0;0;28029447;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57276;0;0;371899;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;368977;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50141;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;464787;1;0;0;0;0;0;0;0;29030481;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57276;0;0;372151;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;369228;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50141;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;465979;1;0;0;0;0;0;0;0;30031495;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57276;0;0;372402;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;369480;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50141;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;467172;1;0;0;0;0;0;0;0;31032518;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57276;0;0;372653;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;369731;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50141;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;468363;1;0;0;0;0;0;0;0;32033542;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57276;0;0;372905;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;369982;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50143;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;469557;1;0;0;0;0;0;0;0;33034578;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57278;0;0;373156;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;370233;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50145;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;470749;1;0;0;0;0;0;0;0;34035624;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;373408;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;370485;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50145;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;471942;1;0;0;0;0;0;0;0;35036642;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;373658;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;370736;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50145;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;473134;1;0;0;0;0;0;0;0;36037662;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;373910;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;370987;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50145;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;474330;1;0;0;0;0;0;0;0;37038683;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;374160;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;371238;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;475522;1;0;0;0;0;0;0;0;38039711;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;374411;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;371490;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;476713;1;0;0;0;0;0;0;0;39040735;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;374662;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;371741;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;477905;1;0;0;0;0;0;0;0;40041756;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;374915;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;371992;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;479100;1;0;0;0;0;0;0;0;41042783;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;375166;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;372243;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;480288;1;0;0;0;0;0;0;0;42043800;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;375417;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;372495;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;481477;1;0;0;0;0;0;0;0;43044821;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;375668;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;372746;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;482665;1;0;0;0;0;0;0;0;44045848;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;375920;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;372997;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;483855;1;0;0;0;0;0;0;0;45046869;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;376171;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;373249;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;485043;1;0;0;0;0;0;0;0;46047894;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;376423;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;373500;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;486231;1;0;0;0;0;0;0;0;47048921;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;376674;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;373751;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;487420;1;0;0;0;0;0;0;0;48049939;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;376926;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;374002;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;488609;1;0;0;0;0;0;0;0;49050966;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;377177;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;374254;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;489798;1;0;0;0;0;0;0;0;50051991;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;377428;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;374505;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;490986;1;0;0;0;0;0;0;0;51053011;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;377679;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;374756;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;492175;1;0;0;0;0;0;0;0;52054030;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;377931;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;375007;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;493364;1;0;0;0;0;0;0;0;53055055;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;378182;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;375259;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;494553;1;0;0;0;0;0;0;0;54056074;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;378433;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;375510;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;495741;1;0;0;0;0;0;0;0;55057096;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;378684;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;375761;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;496930;1;0;0;0;0;0;0;0;56058124;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;378937;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;376012;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;498119;1;0;0;0;0;0;0;0;57059142;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;379188;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;376264;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;499308;1;0;0;0;0;0;0;0;58060161;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;379439;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;376515;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;500496;1;0;0;0;0;0;0;0;59061192;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;379690;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;376766;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;501685;1;0;0;0;0;0;0;0;60062213;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;379942;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;377017;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;502874;1;0;0;0;0;0;0;0;61063233;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;380193;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;377269;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;504062;1;0;0;0;0;0;0;0;62064262;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;380444;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;377520;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;505251;1;0;0;0;0;0;0;0;63065282;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;380695;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;377771;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;506440;1;0;0;0;0;0;0;0;64066301;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;380947;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;378022;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;507629;1;0;0;0;0;0;0;0;65067329;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;381198;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;378274;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;508817;1;0;0;0;0;0;0;0;66068352;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;381450;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;378525;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;510006;1;0;0;0;0;0;0;0;67069370;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;381701;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;378776;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;511195;1;0;0;0;0;0;0;0;68070397;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;381953;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;379027;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50146;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;512384;1;0;0;0;0;0;0;0;69071420;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;382204;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;379279;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50148;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;513572;1;0;0;0;0;0;0;0;70072454;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;382458;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;379530;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;9835;0;0;6;0;0;0;0;0;0;0;0;0;0;50148;0;0;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;9834;0;0;0;0;514760;1;0;0;0;0;0;0;0;71073476;0;0;0;0;0;9;0;0;0;0;0;0;0;0;57309;0;0;382709;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;379781;0;0;0;0;0;0;0;0
