24_PCI-MSI_49152-edge_igb_uio_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;NPI_Nested_posted-interrupt_event_CPU2;NMI_Non-maskable_interrupts_CPU0;SPU_Spurious_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;TRM_Thermal_event_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;PIN_Posted-interrupt_notification_event_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;33_PCI-MSI_81920-edge_virtio1-config_CPU1;CAL_Function_call_interrupts_CPU1;30_PCI-MSI_32768-edge_virtio0-config_CPU0;MCE_Machine_check_exceptions_CPU1;TRM_Thermal_event_interrupts_CPU0;SPU_Spurious_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;33_PCI-MSI_81920-edge_virtio1-config_CPU2;NPI_Nested_posted-interrupt_event_CPU1;6_IO-APIC_6-edge_floppy_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;NPI_Nested_posted-interrupt_event_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;NMI_Non-maskable_interrupts_CPU2;LOC_Local_timer_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;MIS_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU1;MCE_Machine_check_exceptions_CPU0;IWI_IRQ_work_interrupts_CPU0;MCE_Machine_check_exceptions_CPU2;MCP_Machine_check_polls_CPU0;IWI_IRQ_work_interrupts_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;RES_Rescheduling_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;PIN_Posted-interrupt_notification_event_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU1;1_IO-APIC_1-edge_i8042_CPU0;timestamp_us;MCP_Machine_check_polls_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;PIN_Posted-interrupt_notification_event_CPU1;32_PCI-MSI_32770-edge_virtio0-output.0_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;RES_Rescheduling_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU0;RES_Rescheduling_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU2;SPU_Spurious_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;12_IO-APIC_12-edge_i8042_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;6_IO-APIC_6-edge_floppy_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU2;IWI_IRQ_work_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;ERR_CPU0;TLB_TLB_shootdowns_CPU2;RTR_APIC_ICR_read_retries_CPU2;1_IO-APIC_1-edge_i8042_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;TRM_Thermal_event_interrupts_CPU1;30_PCI-MSI_32768-edge_virtio0-config_CPU2;33_PCI-MSI_81920-edge_virtio1-config_CPU0;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;MCP_Machine_check_polls_CPU1;CAL_Function_call_interrupts_CPU0;CAL_Function_call_interrupts_CPU2;31_PCI-MSI_32769-edge_virtio0-input.0_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;PMI_Performance_monitoring_interrupts_CPU2;RTR_APIC_ICR_read_retries_CPU0;THR_Threshold_APIC_interrupts_CPU1;LOC_Local_timer_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU2;TLB_TLB_shootdowns_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;30_PCI-MSI_32768-edge_virtio0-config_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;31_PCI-MSI_32769-edge_virtio0-input.0_CPU0;TLB_TLB_shootdowns_CPU1;LOC_Local_timer_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;31_PCI-MSI_32769-edge_virtio0-input.0_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;RTR_APIC_ICR_read_retries_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;371639;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;39040663;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;368874;0;0;0;0;0;0;0;0;53251;0;473767;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;371889;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;40041690;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;369125;0;0;0;0;0;0;0;0;53251;0;474962;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;372140;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;41042710;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;369376;0;0;0;0;0;0;0;0;53251;0;476157;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;372390;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;42043731;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;369628;0;0;0;0;0;0;0;0;53251;0;477346;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;372641;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;43044759;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;369879;0;0;0;0;0;0;0;0;53251;0;478536;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;372892;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;44045776;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;370130;0;0;0;0;0;0;0;0;53251;0;479725;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;373142;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;45046796;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;370381;0;0;0;0;0;0;0;0;53251;0;480916;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;373393;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;46047840;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;370633;0;0;0;0;0;0;0;0;53251;0;482105;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;373643;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;47048857;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;370884;0;0;0;0;0;0;0;0;53251;0;483295;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;373895;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;48049882;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;371135;0;0;0;0;0;0;0;0;53251;0;484484;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;374145;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;49050906;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;371386;0;0;0;0;0;0;0;0;53251;0;485674;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;374395;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;50051926;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;371638;0;0;0;0;0;0;0;0;53251;0;486864;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;374645;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;51052946;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;371889;0;0;0;0;0;0;0;0;53251;0;488053;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;374896;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;52053972;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;372140;0;0;0;0;0;0;0;0;53251;0;489243;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;375146;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;53054995;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;372391;0;0;0;0;0;0;0;0;53251;0;490433;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;375396;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;54056013;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;372643;0;0;0;0;0;0;0;0;53251;0;491623;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;375646;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;55057040;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;372894;0;0;0;0;0;0;0;0;53251;0;492812;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;375897;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;56058059;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;373145;0;0;0;0;0;0;0;0;53251;0;494002;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;376147;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;57059079;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;373397;0;0;0;0;0;0;0;0;53251;0;495192;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;376398;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;58060108;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;373648;0;0;0;0;0;0;0;0;53251;0;496382;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;376648;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;59061125;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;373899;0;0;0;0;0;0;0;0;53251;0;497571;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;376899;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;60062150;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;374150;0;0;0;0;0;0;0;0;53251;0;498760;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;377149;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;61063175;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;374402;0;0;0;0;0;0;0;0;53251;0;499951;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;377399;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;62064194;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;374653;0;0;0;0;0;0;0;0;53251;0;501140;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;377649;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;63065218;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;374904;0;0;0;0;0;0;0;0;53251;0;502330;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;377900;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;64066243;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;375155;0;0;0;0;0;0;0;0;53251;0;503519;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;378150;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;65067260;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;375407;0;0;0;0;0;0;0;0;53251;0;504710;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;378400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;66068280;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;375658;0;0;0;0;0;0;0;0;53251;0;505899;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;378650;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;67069308;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;375909;0;0;0;0;0;0;0;0;53251;0;507089;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;378902;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;68070330;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;376160;0;0;0;0;0;0;0;0;53251;0;508278;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;379152;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;69071350;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;376412;0;0;0;0;0;0;0;0;53251;0;509469;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;379402;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;70072400;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;376663;0;0;0;0;0;0;0;0;53251;0;510658;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;379652;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;71073420;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;376914;0;0;0;0;0;0;0;0;53251;0;511848;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;379903;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;72074442;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;377165;0;0;0;0;0;0;0;0;53251;0;513043;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;380153;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;73075471;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;377417;0;0;0;0;0;0;0;0;53251;0;514238;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;380403;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;6;0;0;9;74076492;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;377668;0;0;0;0;0;0;0;0;53252;0;515433;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;380653;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;7;0;0;9;75077524;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;377919;0;0;0;0;0;0;0;0;53252;0;516628;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;380904;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;8;0;0;9;76078551;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;378170;0;0;0;0;0;0;0;0;53252;0;517823;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;381154;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56715;8;0;0;9;77079562;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;378422;0;0;0;0;0;0;0;0;53252;0;519018;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;381405;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56717;8;0;0;9;78080597;1;3;0;1;0;2;0;0;0;0;12;0;0;0;0;0;15;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;0;0;0;0;378673;0;0;0;0;0;0;0;0;53254;0;520212;0;0;0;0;0
;0;0;0;0;0;0;;0;;0;9861;0;0;0;0;0;0;0;0;0;0;0;0;0;381653;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56749;;0;0;9;79081625;1;3;0;1;0;2;0;0;0;0;14;0;0;0;0;0;15;0;;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9860;0;;0;0;0;378924;0;0;0;0;0;0;0;0;53259;0;521071;0;0;0;0;0
