15_IO-APIC_15-edge_ata_piix_CPU2;TRM_Thermal_event_interrupts_CPU2;LOC_Local_timer_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU2;MIS_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;CAL_Function_call_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;MCP_Machine_check_polls_CPU0;SPU_Spurious_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;IWI_IRQ_work_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;LOC_Local_timer_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;TLB_TLB_shootdowns_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;PIN_Posted-interrupt_notification_event_CPU1;1_IO-APIC_1-edge_i8042_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;PIN_Posted-interrupt_notification_event_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;CAL_Function_call_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;TRM_Thermal_event_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU0;LOC_Local_timer_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU2;CAL_Function_call_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;THR_Threshold_APIC_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;NMI_Non-maskable_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;RES_Rescheduling_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;SPU_Spurious_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;RTR_APIC_ICR_read_retries_CPU2;TRM_Thermal_event_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU2;12_IO-APIC_12-edge_i8042_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;12_IO-APIC_12-edge_i8042_CPU0;TLB_TLB_shootdowns_CPU0;MCE_Machine_check_exceptions_CPU2;MCE_Machine_check_exceptions_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;THR_Threshold_APIC_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;THR_Threshold_APIC_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU0;MCP_Machine_check_polls_CPU1;NPI_Nested_posted-interrupt_event_CPU1;timestamp_us;PMI_Performance_monitoring_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;NMI_Non-maskable_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;PIN_Posted-interrupt_notification_event_CPU0;TLB_TLB_shootdowns_CPU2;6_IO-APIC_6-edge_floppy_CPU1;12_IO-APIC_12-edge_i8042_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;RES_Rescheduling_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;NMI_Non-maskable_interrupts_CPU1;MCE_Machine_check_exceptions_CPU0;SPU_Spurious_interrupts_CPU1;ERR_CPU0;PMI_Performance_monitoring_interrupts_CPU0;MCP_Machine_check_polls_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU0;RES_Rescheduling_interrupts_CPU0
0;0;467841;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;367972;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;369337;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;32033475;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65738;0;0;0;0;0;0;1;0;0;0;0;0;56795
0;0;469034;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;368223;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;369588;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;33034510;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65740;0;0;0;0;0;0;1;0;0;0;0;0;56797
0;0;470227;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;368475;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;369841;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;34035535;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;471422;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;368726;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;370091;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;35036546;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;472617;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;368977;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;370341;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;36037567;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;473809;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;369228;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;370592;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;37038595;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;475000;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;369480;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;370842;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;38039614;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;476191;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;369731;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;371092;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;39040632;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;477381;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;369982;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;371342;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;40041658;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;478572;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;370233;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;371593;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;41042681;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;479762;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;370485;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;371843;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;42043699;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;480950;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;370736;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;372093;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;43044727;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;482140;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;370987;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;372346;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;44045751;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;483329;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;371238;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;372596;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;45046767;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;484519;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;371490;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;372846;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;46047794;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;485710;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;371741;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;373096;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;47048814;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;486899;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;371992;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;373347;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;48049835;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;488089;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;372243;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;373597;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;49050860;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;489280;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;372495;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;373847;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;50051878;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;490470;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;372746;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;374097;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;51052903;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;491657;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;372997;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;374348;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;52053927;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;492845;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;373248;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;374598;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;53054947;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;494036;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;373500;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;374849;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;54055969;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;495225;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;373751;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;375099;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;55056993;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;496413;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;374002;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;375350;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;56058010;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;497603;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;374254;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;375600;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;57059031;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65743;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;498790;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;374505;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;375850;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;58060062;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;499978;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;374756;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;376100;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;59061077;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;501167;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;375007;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;376351;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;60062095;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;502359;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;375259;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;376601;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;61063124;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;503546;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;375510;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;376851;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;62064143;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;504734;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;375761;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;377101;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;63065161;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;505920;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;376012;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;377353;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;64066189;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;507110;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;376264;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;377603;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;65067203;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;508299;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;376515;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;377853;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;66068224;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;509489;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;376766;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;378103;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;67069251;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;510679;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;377017;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;378354;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;68070270;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;511869;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;377269;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;378604;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;69071299;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;513059;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;377520;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;378854;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;70072325;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;514250;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;377771;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;379104;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;71073346;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;515444;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;378022;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;379355;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;72074368;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;516638;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;378274;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;379605;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;73075390;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;517833;0;0;0;0;1;6;0;0;0;1;0;3;0;0;0;0;0;378525;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;379856;0;9865;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;74076410;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;519028;0;0;0;0;1;8;0;0;0;1;0;3;0;0;0;0;0;378776;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;380106;0;9865;0;0;0;0;0;6;7;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;75077443;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;520223;0;0;0;0;1;8;0;0;0;1;0;3;0;0;0;0;0;379027;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;380357;0;9865;0;0;0;0;0;6;7;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;76078465;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;521418;0;0;0;0;1;8;0;0;0;1;0;3;0;0;0;0;0;379279;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;380607;0;9865;0;0;0;0;0;6;8;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;77079491;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65745;0;0;0;0;0;0;1;0;0;0;0;0;56828
0;0;522613;0;0;0;0;1;8;0;0;0;1;0;3;0;0;0;0;0;379530;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;9866;0;0;0;380859;0;9865;0;0;0;0;0;6;8;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;78080520;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;65749;0;0;0;0;0;0;1;0;0;0;0;0;56830
0;0;523572;0;0;0;0;1;;0;0;0;1;0;3;0;0;0;0;0;379781;0;0;;0;0;0;0;9;0;;0;0;;0;0;0;0;0;9866;0;0;0;381105;0;9865;0;0;0;0;0;6;;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;2;1;0;79081549;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;65749;;0;0;0;0;0;1;0;0;0;0;0;56861
