CAL_Function_call_interrupts_CPU2;TLB_TLB_shootdowns_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;LOC_Local_timer_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;PMI_Performance_monitoring_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;timestamp_us;HYP_Hypervisor_callback_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;NMI_Non-maskable_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU2;MCE_Machine_check_exceptions_CPU1;NPI_Nested_posted-interrupt_event_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;12_IO-APIC_12-edge_i8042_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;LOC_Local_timer_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;MCE_Machine_check_exceptions_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;THR_Threshold_APIC_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;PIN_Posted-interrupt_notification_event_CPU2;NMI_Non-maskable_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;MCP_Machine_check_polls_CPU2;TLB_TLB_shootdowns_CPU0;NPI_Nested_posted-interrupt_event_CPU0;THR_Threshold_APIC_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;CAL_Function_call_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;TRM_Thermal_event_interrupts_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;IWI_IRQ_work_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;RTR_APIC_ICR_read_retries_CPU0;RES_Rescheduling_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;IWI_IRQ_work_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;ERR_CPU0;1_IO-APIC_1-edge_i8042_CPU1;6_IO-APIC_6-edge_floppy_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;TLB_TLB_shootdowns_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;RES_Rescheduling_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;PMI_Performance_monitoring_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;SPU_Spurious_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU1;6_IO-APIC_6-edge_floppy_CPU2;MCP_Machine_check_polls_CPU0;RTR_APIC_ICR_read_retries_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;THR_Threshold_APIC_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;6_IO-APIC_6-edge_floppy_CPU1;CAL_Function_call_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU1;MCE_Machine_check_exceptions_CPU2;PIN_Posted-interrupt_notification_event_CPU1;MIS_CPU0;SPU_Spurious_interrupts_CPU0;LOC_Local_timer_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU0;SPU_Spurious_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU0;TRM_Thermal_event_interrupts_CPU0;MCP_Machine_check_polls_CPU1
9803;0;0;454843;0;0;0;6;0;0;0;0;0;0;22023258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;365873;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61167;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56459;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;368692;9;0;15;0;1
9803;0;0;456034;0;0;0;6;0;0;0;0;0;0;23024285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;366124;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61167;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56459;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;368943;9;0;15;0;1
9803;0;0;457227;0;0;0;6;0;0;0;0;0;0;24025319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;366375;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61169;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56461;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;369193;9;0;15;0;1
9803;0;0;458420;0;0;0;6;0;0;0;0;0;0;25026345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;366626;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61171;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56491;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;369445;9;0;15;0;1
9803;0;0;459613;0;0;0;6;0;0;0;0;0;0;26027361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;366878;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61171;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56491;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;369695;9;0;15;0;1
9803;0;0;460806;0;0;0;6;0;0;0;0;0;0;27028379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;367129;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61171;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56491;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;369945;9;0;15;0;1
9803;0;0;461999;0;0;0;6;0;0;0;0;0;0;28029396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;367380;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61171;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56491;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;370195;9;0;15;0;1
9803;0;0;463195;0;0;0;6;0;0;0;0;0;0;29030429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;367631;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61171;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56491;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;370446;9;0;15;0;1
9803;0;0;464387;0;0;0;6;0;0;0;0;0;0;30031441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;367883;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61171;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56491;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;370696;9;0;15;0;1
9803;0;0;465583;0;0;0;6;0;0;0;0;0;0;31032458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;368134;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61171;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56491;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;370946;9;0;15;0;1
9803;0;0;466777;0;0;0;6;0;0;0;0;0;0;32033486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;368385;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61171;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56491;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;371197;9;0;15;0;1
9803;0;0;467971;0;0;0;6;0;0;0;0;0;0;33034519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;368636;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61173;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56493;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;371449;9;0;15;0;1
9803;0;0;469164;0;0;0;6;0;0;0;0;0;0;34035543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;368888;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;371700;9;0;15;0;1
9803;0;0;470358;0;0;0;6;0;0;0;0;0;0;35036560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;369139;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;371950;9;0;15;0;1
9803;0;0;471552;0;0;0;6;0;0;0;0;0;0;36037577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;369390;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;372200;9;0;15;0;1
9803;0;0;472749;0;0;0;6;0;0;0;0;0;0;37038594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;369641;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;372451;9;0;15;0;1
9803;0;0;473943;0;0;0;6;0;0;0;0;0;0;38039622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;369893;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;372701;9;0;15;0;1
9803;0;0;475138;0;0;0;6;0;0;0;0;0;0;39040639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;370144;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;372951;9;0;15;0;1
9803;0;0;476332;0;0;0;6;0;0;0;0;0;0;40041658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;370395;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;373202;9;0;15;0;1
9803;0;0;477528;0;0;0;6;0;0;0;0;0;0;41042700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;370646;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;373453;9;0;15;0;1
9803;0;0;478718;0;0;0;6;0;0;0;0;0;0;42043716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;370898;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;373703;9;0;15;0;1
9803;0;0;479909;0;0;0;6;0;0;0;0;0;0;43044742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;371149;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;373954;9;0;15;0;1
9803;0;0;481102;0;0;0;6;0;0;0;0;0;0;44045769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;371400;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;374205;9;0;15;0;1
9803;0;0;482293;0;0;0;6;0;0;0;0;0;0;45046783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;371651;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;374456;9;0;15;0;1
9803;0;0;483486;0;0;0;6;0;0;0;0;0;0;46047803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;371903;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;374706;9;0;15;0;1
9803;0;0;484678;0;0;0;6;0;0;0;0;0;0;47048828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;372154;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;374956;9;0;15;0;1
9803;0;0;485868;0;0;0;6;0;0;0;0;0;0;48049849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;372405;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;375207;9;0;15;0;1
9803;0;0;487058;0;0;0;6;0;0;0;0;0;0;49050867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;372656;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;375458;9;0;15;0;1
9803;0;0;488250;0;0;0;6;0;0;0;0;0;0;50051894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;372908;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;375708;9;0;15;0;1
9803;0;0;489440;0;0;0;6;0;0;0;0;0;0;51052912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;373159;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;375958;9;0;15;0;1
9803;0;0;490629;0;0;0;6;0;0;0;0;0;0;52053930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;373410;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;376209;9;0;15;0;1
9803;0;0;491821;0;0;0;6;0;0;0;0;0;0;53054961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;373662;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;376460;9;0;15;0;1
9803;0;0;493012;0;0;0;6;0;0;0;0;0;0;54055978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;373913;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;376710;9;0;15;0;1
9803;0;0;494203;0;0;0;6;0;0;0;0;0;0;55056995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;374164;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;376960;9;0;15;0;1
9803;0;0;495395;0;0;0;6;0;0;0;0;0;0;56058021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;374415;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;377211;9;0;15;0;1
9803;0;0;496586;0;0;0;6;0;0;0;0;0;0;57059048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;374667;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;377461;9;0;15;0;1
9803;0;0;497775;0;0;0;6;0;0;0;0;0;0;58060067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;374918;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;377711;9;0;15;0;1
9803;0;0;498968;0;0;0;6;0;0;0;0;0;0;59061096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;375169;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;377961;9;0;15;0;1
9803;0;0;500158;0;0;0;6;0;0;0;0;0;0;60062114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;375420;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;378213;9;0;15;0;1
9803;0;0;501349;0;0;0;6;0;0;0;0;0;0;61063133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;375672;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;378463;9;0;15;0;1
9803;0;0;502542;0;0;0;6;0;0;0;0;0;0;62064158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;375923;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;378713;9;0;15;0;1
9803;0;0;503734;0;0;0;6;0;0;0;0;0;0;63065178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;376174;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;378965;9;0;15;0;1
9803;0;0;504923;0;0;0;6;0;0;0;0;0;0;64066202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;376425;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;379216;9;0;15;0;1
9803;0;0;506115;0;0;0;6;0;0;0;0;0;0;65067224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;376677;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;379466;9;0;15;0;1
9803;0;0;507305;0;0;0;6;0;0;0;0;0;0;66068241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;376928;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;379716;9;0;15;0;1
9803;0;0;508495;0;0;0;6;0;0;0;0;0;0;67069260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;377179;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;379966;9;0;15;0;1
9803;0;0;509687;0;0;0;6;0;0;0;0;0;0;68070285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;377430;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;380217;9;0;15;0;1
9803;0;0;510877;0;0;0;6;0;0;0;0;0;0;69071303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;377682;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;380467;9;0;15;0;1
9803;0;0;512066;0;0;0;6;0;0;0;0;0;0;70072324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;377933;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;380718;9;0;15;0;1
9803;0;0;513257;0;0;0;6;0;0;0;0;0;0;71073350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;378184;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;61176;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;56523;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9804;0;0;0;0;0;380968;9;0;15;0;1
