34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;CAL_Function_call_interrupts_CPU0;SPU_Spurious_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;RES_Rescheduling_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;CAL_Function_call_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU2;1_IO-APIC_1-edge_i8042_CPU1;NMI_Non-maskable_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;MCP_Machine_check_polls_CPU0;LOC_Local_timer_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;12_IO-APIC_12-edge_i8042_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;MCE_Machine_check_exceptions_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;TRM_Thermal_event_interrupts_CPU1;LOC_Local_timer_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;12_IO-APIC_12-edge_i8042_CPU1;ERR_CPU0;MCP_Machine_check_polls_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;IWI_IRQ_work_interrupts_CPU1;RES_Rescheduling_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;TRM_Thermal_event_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;timestamp_us;NPI_Nested_posted-interrupt_event_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;12_IO-APIC_12-edge_i8042_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU2;TLB_TLB_shootdowns_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;LOC_Local_timer_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU0;MCP_Machine_check_polls_CPU1;PMI_Performance_monitoring_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU2;TLB_TLB_shootdowns_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;RTR_APIC_ICR_read_retries_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;MIS_CPU0;RTR_APIC_ICR_read_retries_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;TRM_Thermal_event_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;SPU_Spurious_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU1;1_IO-APIC_1-edge_i8042_CPU2;6_IO-APIC_6-edge_floppy_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;6_IO-APIC_6-edge_floppy_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;PIN_Posted-interrupt_notification_event_CPU1;IWI_IRQ_work_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;MCE_Machine_check_exceptions_CPU2;MCE_Machine_check_exceptions_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;NMI_Non-maskable_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;CAL_Function_call_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;SPU_Spurious_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;TLB_TLB_shootdowns_CPU2;HYP_Hypervisor_callback_interrupts_CPU1
0;0;0;45268;0;0;56991;0;0;9207;0;0;0;0;0;1;638049;0;4;15;1;0;0;0;0;0;0;0;412051;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;22023229;0;6;0;0;0;0;0;0;0;409278;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45268;0;0;56991;0;0;9207;0;0;0;0;0;1;639242;0;4;15;1;0;0;0;0;0;0;0;412302;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;23024246;0;6;0;0;0;0;0;0;0;409529;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45270;0;0;56993;0;0;9207;0;0;0;0;0;1;640436;0;4;15;1;0;0;0;0;0;0;0;412553;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;24025282;0;6;0;0;0;0;0;0;0;409780;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45273;0;0;57023;0;0;9207;0;0;0;0;0;1;641630;0;4;15;1;0;0;0;0;0;0;0;412806;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;25026311;0;6;0;0;0;0;0;0;0;410031;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45273;0;0;57023;0;0;9207;0;0;0;0;0;1;642824;0;4;15;1;0;0;0;0;0;0;0;413057;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;26027323;0;6;0;0;0;0;0;0;0;410283;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45273;0;0;57023;0;0;9207;0;0;0;0;0;1;644019;0;4;15;1;0;0;0;0;0;0;0;413307;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;27028340;0;6;0;0;0;0;0;0;0;410534;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45273;0;0;57023;0;0;9207;0;0;0;0;0;1;645214;0;4;15;1;0;0;0;0;0;0;0;413558;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;28029367;0;6;0;0;0;0;0;0;0;410785;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45273;0;0;57023;0;0;9207;0;0;0;0;0;1;646409;0;4;15;1;0;0;0;0;0;0;0;413810;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;29030394;0;6;0;0;0;0;0;0;0;411036;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45273;0;0;57023;0;0;9207;0;0;0;0;0;1;647603;0;4;15;1;0;0;0;0;0;0;0;414062;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;30031413;0;6;0;0;0;0;0;0;0;411288;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45273;0;0;57023;0;0;9207;0;0;0;0;0;1;648797;0;4;15;1;0;0;0;0;0;0;0;414313;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;31032440;0;6;0;0;0;0;0;0;0;411539;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45275;0;0;57025;0;0;9207;0;0;0;0;0;1;649991;0;4;15;1;0;0;0;0;0;0;0;414565;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;32033469;0;6;0;0;0;0;0;0;0;411790;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45275;0;0;57028;0;0;9207;0;0;0;0;0;1;651176;0;4;15;1;0;0;0;0;0;0;0;414817;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;33034496;0;6;0;0;0;0;0;0;0;412041;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;652370;0;4;15;1;0;0;0;0;0;0;0;415069;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;34035525;0;6;0;0;0;0;0;0;0;412293;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;653558;0;4;15;1;0;0;0;0;0;0;0;415320;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;35036542;0;6;0;0;0;0;0;0;0;412544;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;654741;0;4;15;1;0;0;0;0;0;0;0;415573;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;36037570;0;6;0;0;0;0;0;0;0;412795;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;655924;0;4;15;1;0;0;0;0;0;0;0;415824;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;37038600;0;6;0;0;0;0;0;0;0;413046;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;657107;0;4;15;1;0;0;0;0;0;0;0;416075;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;38039614;0;6;0;0;0;0;0;0;0;413298;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;658290;0;4;15;1;0;0;0;0;0;0;0;416326;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;39040636;0;6;0;0;0;0;0;0;0;413549;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;659481;0;4;15;1;0;0;0;0;0;0;0;416579;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;40041664;0;6;0;0;0;0;0;0;0;413800;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;660674;0;4;15;1;0;0;0;0;0;0;0;416830;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;41042684;0;6;0;0;0;0;0;0;0;414051;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;661844;0;4;15;1;0;0;0;0;0;0;0;417081;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;42043700;0;6;0;0;0;0;0;0;0;414303;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;663015;0;4;15;1;0;0;0;0;0;0;0;417332;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;43044728;0;6;0;0;0;0;0;0;0;414554;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;664188;0;4;15;1;0;0;0;0;0;0;0;417584;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;44045744;0;6;0;0;0;0;0;0;0;414805;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;665358;0;4;15;1;0;0;0;0;0;0;0;417835;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;45046765;0;6;0;0;0;0;0;0;0;415057;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;666533;0;4;15;1;0;0;0;0;0;0;0;418086;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;46047793;0;6;0;0;0;0;0;0;0;415308;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;667711;0;4;15;1;0;0;0;0;0;0;0;418337;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;47048809;0;6;0;0;0;0;0;0;0;415559;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;668891;0;4;15;1;0;0;0;0;0;0;0;418589;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;48049828;0;6;0;0;0;0;0;0;0;415810;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;670068;0;4;15;1;0;0;0;0;0;0;0;418840;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;49050855;0;6;0;0;0;0;0;0;0;416062;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;671248;0;4;15;1;0;0;0;0;0;0;0;419092;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;50051874;0;6;0;0;0;0;0;0;0;416313;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;672426;0;4;15;1;0;0;0;0;0;0;0;419343;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;51052899;0;6;0;0;0;0;0;0;0;416564;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;673605;0;4;15;1;0;0;0;0;0;0;0;419595;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;52053920;0;6;0;0;0;0;0;0;0;416815;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;674787;0;4;15;1;0;0;0;0;0;0;0;419846;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;53054939;0;6;0;0;0;0;0;0;0;417067;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;675975;0;4;15;1;0;0;0;0;0;0;0;420097;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;54055956;0;6;0;0;0;0;0;0;0;417318;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;677156;0;4;15;1;0;0;0;0;0;0;0;420348;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;55056984;0;6;0;0;0;0;0;0;0;417569;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45278;0;0;57056;0;0;9207;0;0;0;0;0;1;678340;0;4;15;1;0;0;0;0;0;0;0;420600;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;56058002;0;6;0;0;0;0;0;0;0;417820;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;679527;0;4;15;1;0;0;0;0;0;0;0;420851;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;57059025;0;6;0;0;0;0;0;0;0;418072;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;680713;0;4;15;1;0;0;0;0;0;0;0;421102;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;58060049;0;6;0;0;0;0;0;0;0;418323;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;681900;0;4;15;1;0;0;0;0;0;0;0;421353;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;59061065;0;6;0;0;0;0;0;0;0;418574;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;683086;0;4;15;1;0;0;0;0;0;0;0;421606;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;60062088;0;6;0;0;0;0;0;0;0;418825;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;684274;0;4;15;1;0;0;0;0;0;0;0;421857;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;61063118;0;6;0;0;0;0;0;0;0;419077;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;685461;0;4;15;1;0;0;0;0;0;0;0;422108;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;62064129;0;6;0;0;0;0;0;0;0;419328;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;686650;0;4;15;1;0;0;0;0;0;0;0;422359;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;63065149;0;6;0;0;0;0;0;0;0;419579;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;687838;0;4;15;1;0;0;0;0;0;0;0;422611;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;64066177;0;6;0;0;0;0;0;0;0;419830;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;689027;0;4;15;1;0;0;0;0;0;0;0;422862;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;65067192;0;6;0;0;0;0;0;0;0;420082;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;690214;0;4;15;1;0;0;0;0;0;0;0;423113;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;66068214;0;6;0;0;0;0;0;0;0;420333;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;691402;0;4;15;1;0;0;0;0;0;0;0;423364;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;67069239;0;6;0;0;0;0;0;0;0;420584;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;692592;0;4;15;1;0;0;0;0;0;0;0;423616;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;68070255;0;6;0;0;0;0;0;0;0;420835;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;693780;0;4;15;1;0;0;0;0;0;0;0;423867;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;69071277;0;6;0;0;0;0;0;0;0;421087;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;694968;0;4;15;1;0;0;0;0;0;0;0;424119;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;70072306;0;6;0;0;0;0;0;0;0;421338;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
0;0;0;45279;0;0;57056;0;0;9207;0;0;0;0;0;1;696157;0;4;15;1;0;0;0;0;0;0;0;424370;0;0;0;1;0;0;0;0;0;5;9;0;0;0;0;0;0;71073329;0;6;0;0;0;0;0;0;0;421589;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;9206;0;0;0;0;0;0;0;0
