ERR_CPU0;TLB_TLB_shootdowns_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;PIN_Posted-interrupt_notification_event_CPU2;RES_Rescheduling_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU0;1_IO-APIC_1-edge_i8042_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;SPU_Spurious_interrupts_CPU2;CAL_Function_call_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;RTR_APIC_ICR_read_retries_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;LOC_Local_timer_interrupts_CPU2;MCP_Machine_check_polls_CPU2;NPI_Nested_posted-interrupt_event_CPU2;PMI_Performance_monitoring_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;NMI_Non-maskable_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU1;CAL_Function_call_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;1_IO-APIC_1-edge_i8042_CPU2;RES_Rescheduling_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU2;NPI_Nested_posted-interrupt_event_CPU0;IWI_IRQ_work_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;RES_Rescheduling_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;PIN_Posted-interrupt_notification_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;NMI_Non-maskable_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;MCE_Machine_check_exceptions_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;CAL_Function_call_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;LOC_Local_timer_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;IWI_IRQ_work_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU1;timestamp_us;15_IO-APIC_15-edge_ata_piix_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;TRM_Thermal_event_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;6_IO-APIC_6-edge_floppy_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;TLB_TLB_shootdowns_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;MCE_Machine_check_exceptions_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;PMI_Performance_monitoring_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;TLB_TLB_shootdowns_CPU1;IWI_IRQ_work_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU0;1_IO-APIC_1-edge_i8042_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;MIS_CPU0;12_IO-APIC_12-edge_i8042_CPU2;6_IO-APIC_6-edge_floppy_CPU2;MCE_Machine_check_exceptions_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;SPU_Spurious_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;6_IO-APIC_6-edge_floppy_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;MCP_Machine_check_polls_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;LOC_Local_timer_interrupts_CPU0;SPU_Spurious_interrupts_CPU0;MCP_Machine_check_polls_CPU0;HYP_Hypervisor_callback_interrupts_CPU0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;590808;1;0;0;0;0;0;0;0;9206;0;0;0;59159;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45821;9207;0;0;1384839;0;0;0;0;22023227;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;593811;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;591059;1;0;0;0;0;0;0;0;9206;0;0;0;59159;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45821;9207;0;0;1386021;0;0;0;0;23024241;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;594062;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;591310;1;0;0;0;0;0;0;0;9206;0;0;0;59161;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45823;9207;0;0;1387211;0;0;0;0;24025278;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;594313;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;591561;1;0;0;0;0;0;0;0;9206;0;0;0;59192;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45826;9207;0;0;1388401;0;0;0;0;25026303;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;594566;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;591813;1;0;0;0;0;0;0;0;9206;0;0;0;59192;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45826;9207;0;0;1389593;0;0;0;0;26027320;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;594818;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;592064;1;0;0;0;0;0;0;0;9206;0;0;0;59192;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45826;9207;0;0;1390787;0;0;0;0;27028345;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;595069;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;592315;1;0;0;0;0;0;0;0;9206;0;0;0;59192;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45826;9207;0;0;1391982;0;0;0;0;28029367;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;595320;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;592566;1;0;0;0;0;0;0;0;9206;0;0;0;59192;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45826;9207;0;0;1393177;0;0;0;0;29030393;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;595572;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;592818;1;0;0;0;0;0;0;0;9206;0;0;0;59192;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45826;9207;0;0;1394371;0;0;0;0;30031410;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;595823;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;593069;1;0;0;0;0;0;0;0;9206;0;0;0;59192;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45826;9207;0;0;1395565;0;0;0;0;31032441;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;596075;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;593320;1;0;0;0;0;0;0;0;9206;0;0;0;59192;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45828;9207;0;0;1396759;0;0;0;0;32033475;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;596328;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;593571;1;0;0;0;0;0;0;0;9206;0;0;0;59194;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45829;9207;0;0;1397955;0;0;0;0;33034503;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;596578;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;593823;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1399148;0;0;0;0;34035528;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;596830;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;594074;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1400343;0;0;0;0;35036539;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;597081;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;594325;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1401537;0;0;0;0;36037577;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;597334;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;594576;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1402732;0;0;0;0;37038591;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;597585;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;594828;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1403926;0;0;0;0;38039606;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;597836;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;595079;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1405121;0;0;0;0;39040627;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;598086;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;595330;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1406315;0;0;0;0;40041653;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;598338;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;595581;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1407510;0;0;0;0;41042672;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;598589;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;595833;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1408698;0;0;0;0;42043691;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;598840;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;596084;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1409887;0;0;0;0;43044716;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;599091;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;596335;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1411075;0;0;0;0;44045733;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;599343;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;596586;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1412265;0;0;0;0;45046753;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;599594;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;596838;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1413453;0;0;0;0;46047781;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;599846;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;597089;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1414642;0;0;0;0;47048803;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;600097;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;597340;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1415830;0;0;0;0;48049820;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;600349;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;597592;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1417019;0;0;0;0;49050846;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;600600;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;597843;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1418208;0;0;0;0;50051864;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;600851;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;598094;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1419396;0;0;0;0;51052883;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;601102;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;598345;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1420585;0;0;0;0;52053908;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;601354;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;598597;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1421774;0;0;0;0;53054924;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;601605;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;598848;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1422963;0;0;0;0;54055942;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;601856;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;599099;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1424151;0;0;0;0;55056968;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;602107;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;599350;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1425340;0;0;0;0;56057988;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;602360;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;599602;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1426529;0;0;0;0;57059013;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;602611;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;599853;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1427718;0;0;0;0;58060035;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;602862;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;600104;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1428906;0;0;0;0;59061052;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;603113;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;600355;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1430094;0;0;0;0;60062072;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;603365;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;600607;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1431284;0;0;0;0;61063095;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;603616;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;600858;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1432472;0;0;0;0;62064114;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;603867;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;601109;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1433661;0;0;0;0;63065131;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;604118;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;601360;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1434850;0;0;0;0;64066159;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;604370;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;601612;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1436039;0;0;0;0;65067175;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;604621;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;601863;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1437227;0;0;0;0;66068196;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;604873;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;602114;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1438416;0;0;0;0;67069222;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;605124;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;602365;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1439605;0;0;0;0;68070242;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;605376;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;602617;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1440794;0;0;0;0;69071264;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;605627;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;602868;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1441982;0;0;0;0;70072288;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;605878;0;1;0
0;0;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;603119;1;0;0;0;0;0;0;0;9206;0;0;0;59224;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45832;9207;0;0;1443172;0;0;0;0;71073306;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;606129;0;1;0
