9_IO-APIC_9-fasteoi_acpi_CPU0;RTR_APIC_ICR_read_retries_CPU2;MCP_Machine_check_polls_CPU0;MCE_Machine_check_exceptions_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;1_IO-APIC_1-edge_i8042_CPU2;THR_Threshold_APIC_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU1;LOC_Local_timer_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;NPI_Nested_posted-interrupt_event_CPU0;PMI_Performance_monitoring_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU1;RES_Rescheduling_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU0;1_IO-APIC_1-edge_i8042_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;THR_Threshold_APIC_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;TLB_TLB_shootdowns_CPU2;PIN_Posted-interrupt_notification_event_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;LOC_Local_timer_interrupts_CPU2;timestamp_us;30_PCI-MSI_81920-edge_virtio1-config_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;12_IO-APIC_12-edge_i8042_CPU0;NMI_Non-maskable_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;THR_Threshold_APIC_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;TLB_TLB_shootdowns_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;MCP_Machine_check_polls_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;MCE_Machine_check_exceptions_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;12_IO-APIC_12-edge_i8042_CPU2;6_IO-APIC_6-edge_floppy_CPU2;IWI_IRQ_work_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;CAL_Function_call_interrupts_CPU0;RES_Rescheduling_interrupts_CPU2;CAL_Function_call_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;ERR_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;PIN_Posted-interrupt_notification_event_CPU0;TRM_Thermal_event_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;MCE_Machine_check_exceptions_CPU2;IWI_IRQ_work_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU2;NMI_Non-maskable_interrupts_CPU1;LOC_Local_timer_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;PMI_Performance_monitoring_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;SPU_Spurious_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU0;SPU_Spurious_interrupts_CPU2;MCP_Machine_check_polls_CPU1;SPU_Spurious_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;RTR_APIC_ICR_read_retries_CPU0;TRM_Thermal_event_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;MIS_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;12_IO-APIC_12-edge_i8042_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;CAL_Function_call_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;PMI_Performance_monitoring_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU1;RES_Rescheduling_interrupts_CPU1;TLB_TLB_shootdowns_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2
0;0;1;0;0;0;0;0;0;0;1478247;0;0;0;0;69510;2;0;0;0;48514;0;0;0;0;0;0;0;1474209;22023235;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4963093;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1478498;0;0;0;0;69510;2;0;0;0;48514;0;0;0;0;0;0;0;1474460;23024254;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4964287;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1478749;0;0;0;0;69512;2;0;0;0;48516;0;0;0;0;0;0;0;1474711;24025293;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4965481;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1479001;0;0;0;0;69543;2;0;0;0;48519;0;0;0;0;0;0;0;1474962;25026320;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4966676;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1479252;0;0;0;0;69543;2;0;0;0;48519;0;0;0;0;0;0;0;1475214;26027333;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4967870;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1479503;0;0;0;0;69543;2;0;0;0;48519;0;0;0;0;0;0;0;1475465;27028357;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4969063;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1479755;0;0;0;0;69543;2;0;0;0;48519;0;0;0;0;0;0;0;1475716;28029375;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4970256;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1480006;0;0;0;0;69543;2;0;0;0;48519;0;0;0;0;0;0;0;1475967;29030407;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4971450;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1480257;0;0;0;0;69543;2;0;0;0;48519;0;0;0;0;0;0;0;1476219;30031429;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4972644;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1480508;0;0;0;0;69543;2;0;0;0;48519;0;0;0;0;0;0;0;1476470;31032444;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4973839;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1480760;0;0;0;0;69543;2;0;0;0;48519;0;0;0;0;0;0;0;1476721;32033464;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4975032;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1481011;0;0;0;0;69545;2;0;0;0;48521;0;0;0;0;0;0;0;1476973;33034515;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4976226;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1481262;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1477224;34035527;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4977419;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1481513;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1477475;35036547;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4978613;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1481765;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1477726;36037568;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4979806;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1482016;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1477978;37038583;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4981000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1482267;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1478229;38039602;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4982194;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1482518;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1478480;39040628;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4983387;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1482770;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1478731;40041649;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4984581;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1483021;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1478983;41042666;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4985775;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1483272;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1479234;42043692;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4986963;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1483523;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1479485;43044709;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4988152;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1483774;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1479736;44045730;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4989341;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1484026;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1479988;45046763;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4990531;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1484276;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1480239;46047776;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4991720;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1484527;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1480490;47048793;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4992909;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1484778;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1480741;48049825;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4994099;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1485030;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1480993;49050844;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4995288;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1485281;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1481244;50051865;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4996477;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1485532;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1481495;51052888;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4997666;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1485783;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1481746;52053907;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;4998856;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1486034;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1481998;53054924;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5000045;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1486284;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1482249;54055950;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5001234;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1486536;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1482500;55056974;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5002422;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1486787;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1482751;56057993;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5003613;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1487038;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1483003;57059017;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5004801;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1487288;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1483254;58060035;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5005991;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1487539;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1483505;59061070;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5007179;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1487790;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1483756;60062081;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5008370;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1488041;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1484008;61063102;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5009558;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1488291;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1484259;62064120;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5010748;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1488543;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1484510;63065139;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5011936;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1488793;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1484761;64066166;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5013127;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1489045;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1485013;65067189;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5014315;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1489295;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1485264;66068205;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5015504;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1489547;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1485515;67069233;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5016693;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1489797;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1485766;68070248;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5017883;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1490048;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1486018;69071268;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5019072;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1490298;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1486269;70072294;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5020261;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
0;0;1;0;0;0;0;0;0;0;1490550;0;0;0;0;69575;2;0;0;0;48524;0;0;0;0;0;0;0;1486520;71073312;0;0;15;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;19;9207;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;5021450;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9206;9;0;0;0;594;0;0;0;0
