32_PCI-MSI_32768-edge_virtio0-config_CPU1;SPU_Spurious_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;PMI_Performance_monitoring_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;LOC_Local_timer_interrupts_CPU1;MCP_Machine_check_polls_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;TLB_TLB_shootdowns_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU1;NMI_Non-maskable_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;6_IO-APIC_6-edge_floppy_CPU0;NPI_Nested_posted-interrupt_event_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU2;TLB_TLB_shootdowns_CPU0;RES_Rescheduling_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;TRM_Thermal_event_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;MCP_Machine_check_polls_CPU2;RES_Rescheduling_interrupts_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;MCE_Machine_check_exceptions_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;THR_Threshold_APIC_interrupts_CPU0;CAL_Function_call_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;MCE_Machine_check_exceptions_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;TLB_TLB_shootdowns_CPU2;RTR_APIC_ICR_read_retries_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;LOC_Local_timer_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;CAL_Function_call_interrupts_CPU0;CAL_Function_call_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;RES_Rescheduling_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU0;SPU_Spurious_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;NMI_Non-maskable_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;THR_Threshold_APIC_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;MCP_Machine_check_polls_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;LOC_Local_timer_interrupts_CPU0;MCE_Machine_check_exceptions_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;SPU_Spurious_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU2;1_IO-APIC_1-edge_i8042_CPU0;PMI_Performance_monitoring_interrupts_CPU2;timestamp_us;THR_Threshold_APIC_interrupts_CPU1;ERR_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU2;IWI_IRQ_work_interrupts_CPU2;RTR_APIC_ICR_read_retries_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;6_IO-APIC_6-edge_floppy_CPU1;12_IO-APIC_12-edge_i8042_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;MIS_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;PIN_Posted-interrupt_notification_event_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;PIN_Posted-interrupt_notification_event_CPU0;12_IO-APIC_12-edge_i8042_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;TRM_Thermal_event_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;NMI_Non-maskable_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0
0;0;0;0;0;1184977;1;0;0;0;0;0;0;2;0;0;0;0;75;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;542057;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;545003;0;0;0;0;0;0;9;0;11012029;0;0;0;0;0;0;0;0;5;0;0;0;0;15;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1186171;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;542308;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;545253;0;0;0;0;0;0;9;0;12013057;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1187365;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;542559;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;545505;0;0;0;0;0;0;9;0;13014077;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1188558;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;542811;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;545756;0;0;0;0;0;0;9;0;14015093;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1189751;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;543062;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;546007;0;0;0;0;0;0;9;0;15016111;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1190945;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;543313;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;546258;0;0;0;0;0;0;9;0;16017136;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1192139;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;543564;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;546510;0;0;0;0;0;0;9;0;17018153;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1193331;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;543816;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;546761;0;0;0;0;0;0;9;0;18019186;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1194523;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;544067;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;547014;0;0;0;0;0;0;9;0;19020213;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1195716;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;544318;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;547265;0;0;0;0;0;0;9;0;20021232;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1196911;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;544569;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;547517;0;0;0;0;0;0;9;0;21022249;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1198105;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;544821;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;547768;0;0;0;0;0;0;9;0;22023274;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1199299;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58618;0;0;0;0;9206;0;0;0;0;0;0;0;545072;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;548018;0;0;0;0;0;0;9;0;23024298;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45674;0;3;0
0;0;0;0;0;1200491;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58620;0;0;0;0;9206;0;0;0;0;0;0;0;545323;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;548270;0;0;0;0;0;0;9;0;24025333;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45676;0;3;0
0;0;0;0;0;1201686;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58651;0;0;0;0;9206;0;0;0;0;0;0;0;545574;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;548522;0;0;0;0;0;0;9;0;25026362;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45679;0;3;0
0;0;0;0;0;1202879;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58651;0;0;0;0;9206;0;0;0;0;0;0;0;545826;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;548773;0;0;0;0;0;0;9;0;26027379;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45698;0;3;0
0;0;0;0;0;1204072;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58651;0;0;0;0;9206;0;0;0;0;0;0;0;546077;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;549024;0;0;0;0;0;0;9;0;27028395;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45698;0;3;0
0;0;0;0;0;1205265;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58651;0;0;0;0;9206;0;0;0;0;0;0;0;546328;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;549276;0;0;0;0;0;0;9;0;28029424;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45698;0;3;0
0;0;0;0;0;1206458;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58651;0;0;0;0;9206;0;0;0;0;0;0;0;546579;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;549528;0;0;0;0;0;0;9;0;29030452;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45698;0;3;0
0;0;0;0;0;1207651;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58651;0;0;0;0;9206;0;0;0;0;0;0;0;546831;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;549779;0;0;0;0;0;0;9;0;30031473;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45698;0;3;0
0;0;0;0;0;1208844;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58651;0;0;0;0;9206;0;0;0;0;0;0;0;547082;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;550030;0;0;0;0;0;0;9;0;31032495;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45698;0;3;0
0;0;0;0;0;1210039;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58651;0;0;0;0;9206;0;0;0;0;0;0;0;547333;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;550281;0;0;0;0;0;0;9;0;32033514;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45698;0;3;0
0;0;0;0;0;1211233;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58653;0;0;0;0;9206;0;0;0;0;0;0;0;547584;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;550532;0;0;0;0;0;0;9;0;33034550;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45700;0;3;0
0;0;0;0;0;1212426;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58683;0;0;0;0;9206;0;0;0;0;0;0;0;547836;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;550785;0;0;0;0;0;0;9;0;34035576;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45702;0;3;0
0;0;0;0;0;1213620;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58683;0;0;0;0;9206;0;0;0;0;0;0;0;548087;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;551037;0;0;0;0;0;0;9;0;35036589;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45702;0;3;0
0;0;0;0;0;1214813;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58683;0;0;0;0;9206;0;0;0;0;0;0;0;548338;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;551289;0;0;0;0;0;0;9;0;36037605;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45702;0;3;0
0;0;0;0;0;1216007;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58683;0;0;0;0;9206;0;0;0;0;0;0;0;548589;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;551540;0;0;0;0;0;0;9;0;37038634;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45702;0;3;0
0;0;0;0;0;1217200;1;0;0;0;0;0;0;2;0;0;0;0;76;0;0;0;0;0;1;58683;0;0;0;0;9206;0;0;0;0;0;0;0;548841;0;0;0;0;0;9207;0;6;0;0;0;0;0;0;0;0;0;1;1;551791;0;0;0;0;0;0;9;0;38039653;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45702;0;3;0
