IWI_IRQ_work_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;MCP_Machine_check_polls_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;6_IO-APIC_6-edge_floppy_CPU1;MCP_Machine_check_polls_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;RTR_APIC_ICR_read_retries_CPU2;NPI_Nested_posted-interrupt_event_CPU0;NMI_Non-maskable_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;timestamp_us;SPU_Spurious_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;PMI_Performance_monitoring_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;MCE_Machine_check_exceptions_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;1_IO-APIC_1-edge_i8042_CPU0;1_IO-APIC_1-edge_i8042_CPU2;RTR_APIC_ICR_read_retries_CPU1;LOC_Local_timer_interrupts_CPU1;TLB_TLB_shootdowns_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;6_IO-APIC_6-edge_floppy_CPU2;PMI_Performance_monitoring_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;CAL_Function_call_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;RES_Rescheduling_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;SPU_Spurious_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU2;ERR_CPU0;PMI_Performance_monitoring_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;RES_Rescheduling_interrupts_CPU1;MIS_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;THR_Threshold_APIC_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;TLB_TLB_shootdowns_CPU0;MCE_Machine_check_exceptions_CPU1;SPU_Spurious_interrupts_CPU0;MCE_Machine_check_exceptions_CPU2;PIN_Posted-interrupt_notification_event_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;TRM_Thermal_event_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU0;PIN_Posted-interrupt_notification_event_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;PIN_Posted-interrupt_notification_event_CPU1;LOC_Local_timer_interrupts_CPU0;TLB_TLB_shootdowns_CPU2;CAL_Function_call_interrupts_CPU2;MCP_Machine_check_polls_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;RTR_APIC_ICR_read_retries_CPU0;12_IO-APIC_12-edge_i8042_CPU0;NPI_Nested_posted-interrupt_event_CPU1;IWI_IRQ_work_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU2;CAL_Function_call_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU1;NMI_Non-maskable_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;NPI_Nested_posted-interrupt_event_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;12_IO-APIC_12-edge_i8042_CPU1;LOC_Local_timer_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;TRM_Thermal_event_interrupts_CPU0;RES_Rescheduling_interrupts_CPU2
0;0;1;0;0;0;0;1;0;0;0;0;0;22023237;0;0;0;0;0;0;0;0;46679;9;0;0;2511665;0;0;4;0;0;0;0;0;0;0;0;62423;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;876425;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;873037;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;23024255;0;0;0;0;0;0;0;0;46679;9;0;0;2512847;0;0;4;0;0;0;0;0;0;0;0;62423;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;876676;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;873288;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;24025292;0;0;0;0;0;0;0;0;46681;9;0;0;2514033;0;0;4;0;0;0;0;0;0;0;0;62425;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;876928;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;873539;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;25026319;0;0;0;0;0;0;0;0;46684;9;0;0;2515219;0;0;4;0;0;0;0;0;0;0;0;62456;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;877180;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;873790;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;26027333;0;0;0;0;0;0;0;0;46684;9;0;0;2516403;0;0;4;0;0;0;0;0;0;0;0;62456;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;877430;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;874042;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;27028361;0;0;0;0;0;0;0;0;46684;9;0;0;2517586;0;0;4;0;0;0;0;0;0;0;0;62456;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;877681;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;874293;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;28029388;0;0;0;0;0;0;0;0;46684;9;0;0;2518769;0;0;4;0;0;0;0;0;0;0;0;62456;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;877933;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;874544;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;29030417;0;0;0;0;0;0;0;0;46684;9;0;0;2519952;0;0;4;0;0;0;0;0;0;0;0;62456;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;878184;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;874795;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;30031438;0;0;0;0;0;0;0;0;46684;9;0;0;2521135;0;0;4;0;0;0;0;0;0;0;0;62456;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;878435;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;875047;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;31032461;0;0;0;0;0;0;0;0;46684;9;0;0;2522318;0;0;4;0;0;0;0;0;0;0;0;62456;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;878687;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;875298;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;32033481;0;0;0;0;0;0;0;0;46684;9;0;0;2523500;0;0;4;0;0;0;0;0;0;0;0;62456;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;878939;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;875549;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;33034516;0;0;0;0;0;0;0;0;46686;9;0;0;2524696;0;0;4;0;0;0;0;0;0;0;0;62458;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;879190;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;875800;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;34035542;0;0;0;0;0;0;0;0;46688;9;0;0;2525888;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;879442;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;876052;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;35036555;0;0;0;0;0;0;0;0;46688;9;0;0;2527071;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;879693;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;876303;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;36037583;0;0;0;0;0;0;0;0;46688;9;0;0;2528253;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;879945;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;876554;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;37038601;0;0;0;0;0;0;0;0;46688;9;0;0;2529438;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;880195;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;876805;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;38039620;0;0;0;0;0;0;0;0;46688;9;0;0;2530621;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;880446;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;877057;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;39040647;0;0;0;0;0;0;0;0;46688;9;0;0;2531803;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;880697;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;877308;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;40041664;0;0;0;0;0;0;0;0;46688;9;0;0;2532987;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;880949;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;877559;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;41042691;0;0;0;0;0;0;0;0;46688;9;0;0;2534172;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;881201;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;877811;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;42043716;0;0;0;0;0;0;0;0;46688;9;0;0;2535360;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;881452;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;878062;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;43044733;0;0;0;0;0;0;0;0;46688;9;0;0;2536549;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;881703;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;878313;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;44045751;0;0;0;0;0;0;0;0;46688;9;0;0;2537737;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;881955;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;878564;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;45046778;0;0;0;0;0;0;0;0;46688;9;0;0;2538927;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;882206;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;878816;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;46047802;0;0;0;0;0;0;0;0;46688;9;0;0;2540115;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;882458;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;879067;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;47048819;0;0;0;0;0;0;0;0;46688;9;0;0;2541304;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;882710;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;879318;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;48049846;0;0;0;0;0;0;0;0;46688;9;0;0;2542492;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;882962;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;879569;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;49050861;0;0;0;0;0;0;0;0;46688;9;0;0;2543682;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;278;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;883213;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;879821;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;50051882;0;0;0;0;0;0;0;0;46688;9;0;0;2544870;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;883464;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;880072;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;51052909;0;0;0;0;0;0;0;0;46688;9;0;0;2546059;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;883716;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;880323;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;52053931;0;0;0;0;0;0;0;0;46688;9;0;0;2547247;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;883968;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;880574;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;53054947;0;0;0;0;0;0;0;0;46688;9;0;0;2548436;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;884219;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;880826;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;54055971;0;0;0;0;0;0;0;0;46688;9;0;0;2549625;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;884470;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;881077;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;55056988;0;0;0;0;0;0;0;0;46688;9;0;0;2550813;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;884721;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;881328;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;56058008;0;0;0;0;0;0;0;0;46688;9;0;0;2552003;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;884973;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;881579;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;57059037;0;0;0;0;0;0;0;0;46688;9;0;0;2553191;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;885224;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;881831;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;58060052;0;0;0;0;0;0;0;0;46688;9;0;0;2554380;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;885475;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;882082;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;59061071;0;0;0;0;0;0;0;0;46688;9;0;0;2555568;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;885726;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;882333;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;60062100;0;0;0;0;0;0;0;0;46688;9;0;0;2556758;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;885978;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;882584;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;61063119;0;0;0;0;0;0;0;0;46688;9;0;0;2557946;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;886230;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;882836;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;62064142;0;0;0;0;0;0;0;0;46688;9;0;0;2559135;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;886481;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;883087;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;63065167;0;0;0;0;0;0;0;0;46688;9;0;0;2560323;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;886732;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;883338;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;64066182;0;0;0;0;0;0;0;0;46688;9;0;0;2561513;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;886984;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;883589;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;65067202;0;0;0;0;0;0;0;0;46688;9;0;0;2562701;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;887235;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;883841;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;66068228;0;0;0;0;0;0;0;0;46688;9;0;0;2563889;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;887486;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;884092;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;67069245;0;0;0;0;0;0;0;0;46688;9;0;0;2565078;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;887737;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;884343;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;68070268;0;0;0;0;0;0;0;0;46688;9;0;0;2566267;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;887989;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;884594;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;69071293;0;0;0;0;0;0;0;0;46688;9;0;0;2567456;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;888240;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;884846;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;70072310;0;0;0;0;0;0;0;0;46688;9;0;0;2568644;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;888491;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;885097;0;0;0;10
0;0;1;0;0;0;0;1;0;0;0;0;0;71073333;0;0;0;0;0;0;0;0;46688;9;0;0;2569836;0;0;4;0;0;0;0;0;0;0;0;62489;0;0;0;0;0;0;3;281;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;888744;0;9206;1;0;0;0;15;0;0;0;9207;0;0;0;0;0;0;0;0;885348;0;0;0;10
