HVS_Hyper-V_stimer0_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;timestamp_us;9_IO-APIC_9-fasteoi_acpi_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU1;LOC_Local_timer_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;IWI_IRQ_work_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;6_IO-APIC_6-edge_floppy_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;MCP_Machine_check_polls_CPU2;SPU_Spurious_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;12_IO-APIC_12-edge_i8042_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;IWI_IRQ_work_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;NPI_Nested_posted-interrupt_event_CPU1;LOC_Local_timer_interrupts_CPU0;RES_Rescheduling_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;MCP_Machine_check_polls_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;RTR_APIC_ICR_read_retries_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;LOC_Local_timer_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU0;RES_Rescheduling_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;MIS_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;RES_Rescheduling_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU1;1_IO-APIC_1-edge_i8042_CPU2;THR_Threshold_APIC_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU2;12_IO-APIC_12-edge_i8042_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;SPU_Spurious_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;TRM_Thermal_event_interrupts_CPU1;MCE_Machine_check_exceptions_CPU2;MCE_Machine_check_exceptions_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;ERR_CPU0;SPU_Spurious_interrupts_CPU0;CAL_Function_call_interrupts_CPU2;TLB_TLB_shootdowns_CPU2;1_IO-APIC_1-edge_i8042_CPU1;MCP_Machine_check_polls_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;CAL_Function_call_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;TLB_TLB_shootdowns_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU2;PIN_Posted-interrupt_notification_event_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;RTR_APIC_ICR_read_retries_CPU2;NMI_Non-maskable_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU0;THR_Threshold_APIC_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;MCE_Machine_check_exceptions_CPU0;TLB_TLB_shootdowns_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;PMI_Performance_monitoring_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU2;NMI_Non-maskable_interrupts_CPU2;CAL_Function_call_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0
0;0;0;22023263;0;0;0;824386;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45395;0;0;0;0;456863;5;0;0;0;1;0;0;0;0;454038;0;57532;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;23024294;0;0;0;825580;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45397;0;0;0;0;457116;5;0;0;0;1;0;0;0;0;454289;0;57532;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;24025322;0;0;0;826772;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45399;0;0;0;0;457368;5;0;0;0;1;0;0;0;0;454540;0;57534;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;25026348;0;0;0;827965;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45401;0;0;0;0;457621;5;0;0;0;1;0;0;0;0;454791;0;57565;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;26027359;0;0;0;829158;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45401;0;0;0;0;457872;5;0;0;0;1;0;0;0;0;455043;0;57565;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;27028385;0;0;0;830351;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45401;0;0;0;0;458123;5;0;0;0;1;0;0;0;0;455294;0;57565;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;28029400;0;0;0;831544;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45401;0;0;0;0;458374;5;0;0;0;1;0;0;0;0;455545;0;57565;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;29030430;0;0;0;832739;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45401;0;0;0;0;458626;5;0;0;0;1;0;0;0;0;455796;0;57565;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;30031454;0;0;0;833932;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45401;0;0;0;0;458877;5;0;0;0;1;0;0;0;0;456048;0;57565;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;31032472;0;0;0;835125;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45401;0;0;0;0;459129;5;0;0;0;1;0;0;0;0;456299;0;57565;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;32033512;0;0;0;836318;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45403;0;0;0;0;459381;5;0;0;0;1;0;0;0;0;456550;0;57567;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;33034539;0;0;0;837512;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45403;0;0;0;0;459633;6;0;0;0;1;0;0;0;0;456801;0;57567;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;34035565;0;0;0;838704;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;459886;6;0;0;0;1;0;0;0;0;457053;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;35036578;0;0;0;839897;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;460137;6;0;0;0;1;0;0;0;0;457304;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;36037607;0;0;0;841091;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;460389;6;0;0;0;1;0;0;0;0;457555;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;37038623;0;0;0;842287;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;460640;6;0;0;0;1;0;0;0;0;457806;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;38039643;0;0;0;843481;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;460891;6;0;0;0;1;0;0;0;0;458058;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;39040671;0;0;0;844675;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;461142;6;0;0;0;1;0;0;0;0;458309;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;40041686;0;0;0;845868;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;461394;6;0;0;0;1;0;0;0;0;458560;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;41042708;0;0;0;847053;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;461646;6;0;0;0;1;0;0;0;0;458811;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;42043739;0;0;0;848185;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;461897;6;0;0;0;1;0;0;0;0;459063;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;43044752;0;0;0;849374;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;462148;6;0;0;0;1;0;0;0;0;459314;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;44045785;0;0;0;850544;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;462402;6;0;0;0;1;0;0;0;0;459565;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;45046805;0;0;0;851671;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;462653;6;0;0;0;1;0;0;0;0;459816;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;46047820;0;0;0;852797;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;462904;6;0;0;0;1;0;0;0;0;460068;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;47048839;0;0;0;853923;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;463155;6;0;0;0;1;0;0;0;0;460319;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;48049869;0;0;0;855049;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;463407;6;0;0;0;1;0;0;0;0;460570;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;49050883;0;0;0;856191;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;463658;6;0;0;0;1;0;0;0;0;460822;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;50051903;0;0;0;857326;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;463909;6;0;0;0;1;0;0;0;0;461073;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;51052931;0;0;0;858498;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;464161;6;0;0;0;1;0;0;0;0;461324;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;52053952;0;0;0;859686;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;464413;6;0;0;0;1;0;0;0;0;461575;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;53054971;0;0;0;860836;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;464664;6;0;0;0;1;0;0;0;0;461827;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;54055997;0;0;0;861965;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;464915;6;0;0;0;1;0;0;0;0;462078;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;55057013;0;0;0;863110;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;465166;6;0;0;0;1;0;0;0;0;462329;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;56058033;0;0;0;864280;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;465418;6;0;0;0;1;0;0;0;0;462580;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;57059059;0;0;0;865406;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;465669;6;0;0;0;1;0;0;0;0;462832;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;58060074;0;0;0;866586;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;465920;6;0;0;0;1;0;0;0;0;463083;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;59061096;0;0;0;867727;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45406;0;0;0;0;466171;6;0;0;0;1;0;0;0;0;463334;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;60062126;0;0;0;868872;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;466423;6;0;0;0;1;0;0;0;0;463585;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;61063143;0;0;0;870058;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;466675;6;0;0;0;1;0;0;0;0;463837;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;62064167;0;0;0;871247;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;466926;6;0;0;0;1;0;0;0;0;464088;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;63065190;0;0;0;872401;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;467177;6;0;0;0;1;0;0;0;0;464339;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;64066211;0;0;0;873558;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;467429;6;0;0;0;1;0;0;0;0;464590;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;65067228;0;0;0;874746;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;467680;6;0;0;0;1;0;0;0;0;464842;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;66068257;0;0;0;875934;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;467931;6;0;0;0;1;0;0;0;0;465093;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;67069273;0;0;0;877123;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;468182;6;0;0;0;1;0;0;0;0;465344;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;68070292;0;0;0;878312;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;468434;6;0;0;0;1;0;0;0;0;465595;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;69071322;0;0;0;879490;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;468685;6;0;0;0;1;0;0;0;0;465847;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;70072338;0;0;0;880661;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;468936;6;0;0;0;1;0;0;0;0;466098;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
0;0;0;71073360;0;0;0;881851;0;0;0;0;0;0;0;0;2;0;1;0;6;1;0;0;45407;0;0;0;0;469188;6;0;0;0;1;0;0;0;0;466349;0;57598;0;0;0;0;0;0;0;34;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;9206;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9207;0
