24_PCI-MSI_49152-edge_igb_uio_CPU2;LOC_Local_timer_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;LOC_Local_timer_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU1;RTR_APIC_ICR_read_retries_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU2;30_PCI-MSI_32768-edge_virtio0-config_CPU0;MCP_Machine_check_polls_CPU1;ERR_CPU0;TRM_Thermal_event_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;PIN_Posted-interrupt_notification_event_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;IWI_IRQ_work_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;MCE_Machine_check_exceptions_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;TLB_TLB_shootdowns_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;SPU_Spurious_interrupts_CPU0;timestamp_us;TRM_Thermal_event_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU1;RES_Rescheduling_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU2;THR_Threshold_APIC_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU0;12_IO-APIC_12-edge_i8042_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU2;31_PCI-MSI_32769-edge_virtio0-input.0_CPU2;CAL_Function_call_interrupts_CPU0;30_PCI-MSI_32768-edge_virtio0-config_CPU1;MIS_CPU0;THR_Threshold_APIC_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU2;33_PCI-MSI_81920-edge_virtio1-config_CPU0;THR_Threshold_APIC_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;1_IO-APIC_1-edge_i8042_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;32_PCI-MSI_32770-edge_virtio0-output.0_CPU1;CAL_Function_call_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;PMI_Performance_monitoring_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;MCP_Machine_check_polls_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;RES_Rescheduling_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU1;31_PCI-MSI_32769-edge_virtio0-input.0_CPU1;CAL_Function_call_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;SPU_Spurious_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU0;TLB_TLB_shootdowns_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;31_PCI-MSI_32769-edge_virtio0-input.0_CPU0;LOC_Local_timer_interrupts_CPU2;RES_Rescheduling_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;MCP_Machine_check_polls_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;MCE_Machine_check_exceptions_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU0;6_IO-APIC_6-edge_floppy_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;NPI_Nested_posted-interrupt_event_CPU1;NPI_Nested_posted-interrupt_event_CPU0;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;MCE_Machine_check_exceptions_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;33_PCI-MSI_81920-edge_virtio1-config_CPU2;30_PCI-MSI_32768-edge_virtio0-config_CPU2;SPU_Spurious_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;TLB_TLB_shootdowns_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;33_PCI-MSI_81920-edge_virtio1-config_CPU1
0;6218678;0;1783569;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22023227;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48699;1778987;73017;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6219866;0;1783820;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23024246;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48699;1779238;73017;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6221057;0;1784071;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24025274;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48701;1779489;73019;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6222249;0;1784323;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;25026307;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48704;1779741;73050;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6223442;0;1784573;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;26027325;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48704;1779992;73050;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6224636;0;1784825;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;27028340;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48704;1780243;73050;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6225831;0;1785076;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28029356;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48704;1780495;73050;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6227024;0;1785327;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;29030393;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48704;1780746;73050;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6228218;0;1785579;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;30031404;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48704;1780997;73050;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6229411;0;1785831;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;31032421;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48704;1781248;73050;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6230606;0;1786082;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;32033449;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48705;1781499;73050;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6231800;0;1786332;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;33034488;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48706;1781750;73052;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6232990;0;1786584;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34035507;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1782001;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6234179;0;1786836;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35036520;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1782252;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6235368;0;1787087;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;36037535;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1782504;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6236557;0;1787338;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;37038568;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1782755;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6237745;0;1787589;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;38039583;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1783006;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6238934;0;1787841;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;39040600;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1783257;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6240124;0;1788093;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;40041617;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1783509;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6241313;0;1788344;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;41042648;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1783760;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6242501;0;1788595;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;42043661;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1784011;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6243689;0;1788847;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;43044679;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1784262;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6244879;0;1789098;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44045702;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1784514;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6246067;0;1789349;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;45046727;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1784765;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6247256;0;1789600;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;46047740;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1785016;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6248445;0;1789852;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;47048766;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1785267;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6249634;0;1790103;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;48049781;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1785519;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6250822;0;1790354;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49050808;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1785770;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6252011;0;1790606;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50051828;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1786021;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6253200;0;1790858;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;51052844;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1786272;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6254389;0;1791109;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;52053863;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1786524;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6255577;0;1791360;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;53054909;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1786775;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6256766;0;1791611;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;54055920;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48709;1787026;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6257955;0;1791863;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;55056939;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48710;1787277;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6259143;0;1792114;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;56057962;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48710;1787529;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6260332;0;1792365;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57058991;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48710;1787780;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6261520;0;1792616;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;58060004;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48710;1788031;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6262710;0;1792868;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;59061026;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48710;1788282;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6263898;0;1793120;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60062056;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1788534;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6265087;0;1793371;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;61063075;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1788785;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6266275;0;1793623;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;62064094;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1789036;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6267465;0;1793874;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;63065111;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1789287;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6268653;0;1794125;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;64066138;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1789539;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6269842;0;1794376;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;65067163;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1789790;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6271030;0;1794628;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;66068174;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1790041;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6272219;0;1794879;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;67069196;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1790292;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6273408;0;1795130;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;68070228;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1790544;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6274596;0;1795381;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;69071243;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1790795;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6275785;0;1795634;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;70072260;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1791046;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
0;6276975;0;1795885;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;71073282;0;0;466;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;0;0;0;0;0;0;0;6;1;0;0;0;20;0;0;9189;0;0;9;0;0;0;0;48711;1791297;73082;0;1;1;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0
