6_IO-APIC_6-edge_floppy_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;RES_Rescheduling_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU0;LOC_Local_timer_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU2;MCE_Machine_check_exceptions_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;MCP_Machine_check_polls_CPU2;IWI_IRQ_work_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;ERR_CPU0;30_PCI-MSI_32768-edge_virtio0-config_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;RTR_APIC_ICR_read_retries_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;IWI_IRQ_work_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;33_PCI-MSI_81920-edge_virtio1-config_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;TLB_TLB_shootdowns_CPU0;PMI_Performance_monitoring_interrupts_CPU0;CAL_Function_call_interrupts_CPU2;timestamp_us;6_IO-APIC_6-edge_floppy_CPU2;RTR_APIC_ICR_read_retries_CPU1;RTR_APIC_ICR_read_retries_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;TLB_TLB_shootdowns_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;SPU_Spurious_interrupts_CPU1;MCE_Machine_check_exceptions_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU1;32_PCI-MSI_32770-edge_virtio0-output.0_CPU0;NPI_Nested_posted-interrupt_event_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;TRM_Thermal_event_interrupts_CPU0;CAL_Function_call_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;PIN_Posted-interrupt_notification_event_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;NMI_Non-maskable_interrupts_CPU2;TLB_TLB_shootdowns_CPU2;PMI_Performance_monitoring_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;MCP_Machine_check_polls_CPU0;IWI_IRQ_work_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;NMI_Non-maskable_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;SPU_Spurious_interrupts_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;MIS_CPU0;31_PCI-MSI_32769-edge_virtio0-input.0_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;RES_Rescheduling_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU1;30_PCI-MSI_32768-edge_virtio0-config_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;MCE_Machine_check_exceptions_CPU0;TRM_Thermal_event_interrupts_CPU1;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;31_PCI-MSI_32769-edge_virtio0-input.0_CPU2;THR_Threshold_APIC_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;NPI_Nested_posted-interrupt_event_CPU0;CAL_Function_call_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;33_PCI-MSI_81920-edge_virtio1-config_CPU2;LOC_Local_timer_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;30_PCI-MSI_32768-edge_virtio0-config_CPU2;12_IO-APIC_12-edge_i8042_CPU2;LOC_Local_timer_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU1;RES_Rescheduling_interrupts_CPU0;MCP_Machine_check_polls_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;PIN_Posted-interrupt_notification_event_CPU2;33_PCI-MSI_81920-edge_virtio1-config_CPU0;31_PCI-MSI_32769-edge_virtio0-input.0_CPU1;32_PCI-MSI_32770-edge_virtio0-output.0_CPU2;SPU_Spurious_interrupts_CPU2;32_PCI-MSI_32770-edge_virtio0-output.0_CPU1
2;0;0;0;0;3;0;9;1128724;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;22023296;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44931;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;527759;0;0;0;0;530815;0;58353;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1129911;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;23024316;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44931;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;528010;0;0;0;0;531066;0;58353;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1131098;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;24025355;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44933;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;528261;0;0;0;0;531317;0;58355;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1132287;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;25026385;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44936;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;528512;0;0;0;0;531570;0;58386;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1133475;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;26027399;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44936;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;528764;0;0;0;0;531821;0;58386;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1134665;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;27028427;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44936;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;529015;0;0;0;0;532072;0;58386;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1135853;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;28029447;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44936;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;529266;0;0;0;0;532324;0;58386;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1137042;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;29030477;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44936;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;529517;0;0;0;0;532575;0;58386;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1138230;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;30031507;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44938;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;529769;0;0;0;0;532829;0;58386;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1139417;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;31032523;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44938;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;530020;0;0;0;0;533080;0;58386;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1140607;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;32033557;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44940;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;530271;0;0;0;0;533332;0;58388;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1141796;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;33034584;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44940;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;530522;0;0;0;0;533584;0;58389;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1142986;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;34035617;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44943;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;530774;0;0;0;0;533835;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1144176;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;35036633;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44943;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;531025;0;0;0;0;534086;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1145365;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;36037657;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44943;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;531276;0;0;0;0;534338;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1146559;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;37038681;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44943;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;531527;0;0;0;0;534590;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1147751;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;38039700;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44943;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;531779;0;0;0;0;534841;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1148942;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;39040725;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44943;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;532030;0;0;0;0;535092;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1150136;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;40041758;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;532281;0;0;0;0;535346;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1151327;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;41042772;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;532533;0;0;0;0;535597;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1152517;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;42043799;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;532784;0;0;0;0;535847;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1153705;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;43044819;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;533035;0;0;0;0;536098;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1154894;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;44045839;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;533286;0;0;0;0;536350;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1156083;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;45046868;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;533538;0;0;0;0;536601;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1157269;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;46047888;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;533789;0;0;0;0;536852;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1158458;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;47048912;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;534040;0;0;0;0;537104;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1159646;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;48049938;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;534291;0;0;0;0;537356;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1160835;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;49050954;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;534543;0;0;0;0;537607;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1162022;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;50051987;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;534794;0;0;0;0;537859;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1163211;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;51053010;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;535045;0;0;0;0;538111;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1164399;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;52054025;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;535296;0;0;0;0;538363;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1165589;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;53055048;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;535548;0;0;0;0;538614;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1166777;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;54056072;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;535799;0;0;0;0;538865;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1167966;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;55057093;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;536050;0;0;0;0;539116;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1169155;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;56058114;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44944;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;536301;0;0;0;0;539368;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1170344;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;57059143;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;536553;0;0;0;0;539620;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1171532;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;58060160;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;536804;0;0;0;0;539871;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1172721;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;59061184;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;537055;0;0;0;0;540122;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1173910;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;60062209;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;537306;0;0;0;0;540374;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1175098;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;61063227;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;537558;0;0;0;0;540625;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1176287;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;62064248;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;537809;0;0;0;0;540876;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1177475;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;63065274;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;538060;0;0;0;0;541127;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1178665;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;64066296;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;538311;0;0;0;0;541379;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1179853;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;65067319;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;538563;0;0;0;0;541630;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1181042;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;66068343;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;538814;0;0;0;0;541881;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1182230;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;67069364;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;539065;0;0;0;0;542133;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1183420;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;68070385;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;539316;0;0;0;0;542385;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1184608;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;69071412;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;539568;0;0;0;0;542636;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1185797;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;70072431;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;539819;0;0;0;0;542887;0;58418;1;0;0;0;0;0;0;0
2;0;0;0;0;3;0;9;1186985;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9188;71073449;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9189;0;0;3;0;0;15;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;44945;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;540070;0;0;0;0;543139;0;58418;1;0;0;0;0;0;0;0
