ERR_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;MCE_Machine_check_exceptions_CPU1;SPU_Spurious_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;MCE_Machine_check_exceptions_CPU2;NMI_Non-maskable_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;1_IO-APIC_1-edge_i8042_CPU0;MIS_CPU0;PMI_Performance_monitoring_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;TRM_Thermal_event_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;30_PCI-MSI_32768-edge_virtio0-config_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU2;32_PCI-MSI_32770-edge_virtio0-output.0_CPU0;NPI_Nested_posted-interrupt_event_CPU0;1_IO-APIC_1-edge_i8042_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;timestamp_us;DFR_Deferred_Error_APIC_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;6_IO-APIC_6-edge_floppy_CPU1;IWI_IRQ_work_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;RTR_APIC_ICR_read_retries_CPU0;LOC_Local_timer_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;LOC_Local_timer_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;31_PCI-MSI_32769-edge_virtio0-input.0_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;PIN_Posted-interrupt_notification_event_CPU1;IWI_IRQ_work_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;TLB_TLB_shootdowns_CPU1;33_PCI-MSI_81920-edge_virtio1-config_CPU1;6_IO-APIC_6-edge_floppy_CPU2;TRM_Thermal_event_interrupts_CPU0;SPU_Spurious_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;31_PCI-MSI_32769-edge_virtio0-input.0_CPU0;MCE_Machine_check_exceptions_CPU0;RES_Rescheduling_interrupts_CPU2;31_PCI-MSI_32769-edge_virtio0-input.0_CPU1;CAL_Function_call_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU2;TLB_TLB_shootdowns_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;33_PCI-MSI_81920-edge_virtio1-config_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;TLB_TLB_shootdowns_CPU0;12_IO-APIC_12-edge_i8042_CPU1;MCP_Machine_check_polls_CPU2;PMI_Performance_monitoring_interrupts_CPU0;33_PCI-MSI_81920-edge_virtio1-config_CPU0;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU1;LOC_Local_timer_interrupts_CPU1;MCP_Machine_check_polls_CPU1;RES_Rescheduling_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU0;1_IO-APIC_1-edge_i8042_CPU1;IWI_IRQ_work_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;6_IO-APIC_6-edge_floppy_CPU0;30_PCI-MSI_32768-edge_virtio0-config_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;CAL_Function_call_interrupts_CPU1;SPU_Spurious_interrupts_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU2;PIN_Posted-interrupt_notification_event_CPU2;MCP_Machine_check_polls_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;12_IO-APIC_12-edge_i8042_CPU2;THR_Threshold_APIC_interrupts_CPU0;RES_Rescheduling_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;NMI_Non-maskable_interrupts_CPU0;30_PCI-MSI_32768-edge_virtio0-config_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;CAL_Function_call_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;PMI_Performance_monitoring_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU1
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;22023269;0;0;0;0;0;0;0;0;0;0;0;485374;0;0;482372;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44800;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;941761;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57812;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;23024288;0;0;0;0;0;0;0;0;0;0;0;485625;0;0;482623;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44800;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;942955;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57812;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;24025326;0;0;0;0;0;0;0;0;0;0;0;485878;0;0;482874;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44802;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;944148;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57814;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;25026355;0;0;0;0;0;0;0;0;0;0;0;486130;0;0;483126;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44805;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;945341;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57845;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;26027372;0;0;0;0;0;0;0;0;0;0;0;486381;0;0;483377;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44805;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;946535;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57845;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;27028395;0;0;0;0;0;0;0;0;0;0;0;486633;0;0;483628;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44805;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;947728;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57845;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;28029423;0;0;0;0;0;0;0;0;0;0;0;486884;0;0;483879;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44805;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;948924;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57845;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;29030451;0;0;0;0;0;0;0;0;0;0;0;487135;0;0;484131;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44805;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;950118;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57845;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;30031470;0;0;0;0;0;0;0;0;0;0;0;487386;0;0;484382;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44805;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;951312;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57845;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;31032495;0;0;0;0;0;0;0;0;0;0;0;487638;0;0;484633;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44805;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;952506;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57845;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;32033517;0;0;0;0;0;0;0;0;0;0;0;487889;0;0;484884;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44805;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;953700;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57845;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;33034552;0;0;0;0;0;0;0;0;0;0;0;488140;0;0;485136;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44807;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;954893;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57847;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;34035578;0;0;0;0;0;0;0;0;0;0;0;488392;0;0;485387;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;956085;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;35036592;0;0;0;0;0;0;0;0;0;0;0;488644;0;0;485638;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;957274;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;36037616;0;0;0;0;0;0;0;0;0;0;0;488895;0;0;485889;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;958469;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;37038644;0;0;0;0;0;0;0;0;0;0;0;489146;0;0;486141;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;959662;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;38039664;0;0;0;0;0;0;0;0;0;0;0;489398;0;0;486392;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;960856;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;39040684;0;0;0;0;0;0;0;0;0;0;0;489650;0;0;486643;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;962050;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;40041714;0;0;0;0;0;0;0;0;0;0;0;489901;0;0;486895;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;963242;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;41042732;0;0;0;0;0;0;0;0;0;0;0;490152;0;0;487146;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;964430;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;42043755;0;0;0;0;0;0;0;0;0;0;0;490403;0;0;487397;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;965619;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;43044783;0;0;0;0;0;0;0;0;0;0;0;490655;0;0;487648;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;966807;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44045802;0;0;0;0;0;0;0;0;0;0;0;490906;0;0;487900;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;967997;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;45046823;0;0;0;0;0;0;0;0;0;0;0;491157;0;0;488151;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;969185;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;46047855;0;0;0;0;0;0;0;0;0;0;0;491408;0;0;488402;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;970374;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;47048873;0;0;0;0;0;0;0;0;0;0;0;491660;0;0;488653;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;971562;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48049897;0;0;0;0;0;0;0;0;0;0;0;491912;0;0;488905;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;972751;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;49050922;0;0;0;0;0;0;0;0;0;0;0;492163;0;0;489156;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;973940;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;50051941;0;0;0;0;0;0;0;0;0;0;0;492414;0;0;489407;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;975128;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;51052964;0;0;0;0;0;0;0;0;0;0;0;492666;0;0;489658;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;976317;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;52053992;0;0;0;0;0;0;0;0;0;0;0;492917;0;0;489910;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;977506;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;53055012;0;0;0;0;0;0;0;0;0;0;0;493168;0;0;490161;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;978695;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;54056033;0;0;0;0;0;0;0;0;0;0;0;493419;0;0;490412;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;979883;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;55057064;0;0;0;0;0;0;0;0;0;0;0;493672;0;0;490663;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;981073;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;56058082;0;0;0;0;0;0;0;0;0;0;0;493923;0;0;490915;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;982261;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;57059101;0;0;0;0;0;0;0;0;0;0;0;494174;0;0;491166;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;983450;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;58060132;0;0;0;0;0;0;0;0;0;0;0;494426;0;0;491417;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;984638;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;59061150;0;0;0;0;0;0;0;0;0;0;0;494678;0;0;491668;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;985828;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;60062170;0;0;0;0;0;0;0;0;0;0;0;494929;0;0;491920;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;987016;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;61063199;0;0;0;0;0;0;0;0;0;0;0;495180;0;0;492171;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;988204;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;62064219;0;0;0;0;0;0;0;0;0;0;0;495431;0;0;492422;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;989393;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;63065242;0;0;0;0;0;0;0;0;0;0;0;495683;0;0;492673;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;990582;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;64066267;0;0;0;0;0;0;0;0;0;0;0;495934;0;0;492925;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;991771;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;65067290;0;0;0;0;0;0;0;0;0;0;0;496185;0;0;493176;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44810;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;992959;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;66068314;0;0;0;0;0;0;0;0;0;0;0;496436;0;0;493427;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44811;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;994148;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;67069341;0;0;0;0;0;0;0;0;0;0;0;496688;0;0;493678;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44811;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;995337;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;68070361;0;0;0;0;0;0;0;0;0;0;0;496940;0;0;493930;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44811;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;996526;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;69071384;0;0;0;0;0;0;0;0;0;0;0;497191;0;0;494181;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44811;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;997714;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;70072410;0;0;0;0;0;0;0;0;0;0;0;497443;0;0;494432;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44811;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;998903;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
0;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;71073431;0;0;0;0;0;0;0;0;0;0;0;497694;0;0;494683;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;44811;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1000093;1;75;0;0;0;0;0;2;0;0;0;9189;0;0;0;1;0;0;0;57878;0;0;0;3;9188;0;0;0
