9_IO-APIC_9-fasteoi_acpi_CPU1;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;30_PCI-MSI_32768-edge_virtio0-config_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;PMI_Performance_monitoring_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU0;timestamp_us;RES_Rescheduling_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;6_IO-APIC_6-edge_floppy_CPU1;MCE_Machine_check_exceptions_CPU0;MCE_Machine_check_exceptions_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU1;TLB_TLB_shootdowns_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;TRM_Thermal_event_interrupts_CPU1;LOC_Local_timer_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;12_IO-APIC_12-edge_i8042_CPU0;12_IO-APIC_12-edge_i8042_CPU2;CAL_Function_call_interrupts_CPU0;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;RES_Rescheduling_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;1_IO-APIC_1-edge_i8042_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;PMI_Performance_monitoring_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;TLB_TLB_shootdowns_CPU1;THR_Threshold_APIC_interrupts_CPU1;MCP_Machine_check_polls_CPU1;LOC_Local_timer_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU0;THR_Threshold_APIC_interrupts_CPU2;32_PCI-MSI_32770-edge_virtio0-output.0_CPU0;RES_Rescheduling_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;SPU_Spurious_interrupts_CPU1;LOC_Local_timer_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;33_PCI-MSI_81920-edge_virtio1-config_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;IWI_IRQ_work_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;ERR_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU1;PMI_Performance_monitoring_interrupts_CPU1;MCP_Machine_check_polls_CPU0;NMI_Non-maskable_interrupts_CPU1;MCP_Machine_check_polls_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;PIN_Posted-interrupt_notification_event_CPU2;MIS_CPU0;31_PCI-MSI_32769-edge_virtio0-input.0_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;TLB_TLB_shootdowns_CPU0;SPU_Spurious_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;33_PCI-MSI_81920-edge_virtio1-config_CPU1;CAL_Function_call_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;RTR_APIC_ICR_read_retries_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU0;CAL_Function_call_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;31_PCI-MSI_32769-edge_virtio0-input.0_CPU1;SPU_Spurious_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;1_IO-APIC_1-edge_i8042_CPU1;THR_Threshold_APIC_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;33_PCI-MSI_81920-edge_virtio1-config_CPU2;MCE_Machine_check_exceptions_CPU2;30_PCI-MSI_32768-edge_virtio0-config_CPU2;31_PCI-MSI_32769-edge_virtio0-input.0_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;NMI_Non-maskable_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;30_PCI-MSI_32768-edge_virtio0-config_CPU1;TRM_Thermal_event_interrupts_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU2;12_IO-APIC_12-edge_i8042_CPU1
0;0;0;0;0;9;22023308;4;0;0;0;0;0;0;0;0;0;0;573584;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1316372;0;0;1;58898;0;0;576696;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45076;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;23024328;4;0;0;0;0;0;0;0;0;0;0;573835;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1317560;0;0;1;58898;0;0;576947;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45076;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;24025365;4;0;0;0;0;0;0;0;0;0;0;574086;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1318750;0;0;1;58900;0;0;577199;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45078;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;25026409;4;0;0;0;0;0;0;0;0;0;0;574338;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1319941;0;0;1;58930;0;0;577452;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45081;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;26027406;4;0;0;0;0;0;0;0;0;0;0;574589;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1321129;0;0;1;58930;0;0;577703;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45081;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;27028428;4;0;0;0;0;0;0;0;0;0;0;574840;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1322318;0;0;1;58930;0;0;577953;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45081;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;28029456;4;0;0;0;0;0;0;0;0;0;0;575091;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1323507;0;0;1;58930;0;0;578205;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45081;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;29030483;4;0;0;0;0;0;0;0;0;0;0;575343;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1324698;0;0;1;58930;0;0;578456;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45081;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;30031500;4;0;0;0;0;0;0;0;0;0;0;575594;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1325887;0;0;1;58930;0;0;578707;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45081;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;31032527;4;0;0;0;0;0;0;0;0;0;0;575845;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1327076;0;0;1;58930;0;0;578958;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45081;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;32033565;4;0;0;0;0;0;0;0;0;0;0;576096;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1328266;0;0;1;58932;0;0;579210;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45083;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;33034590;4;0;0;0;0;0;0;0;0;0;0;576348;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1329455;0;0;1;58932;0;0;579462;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45083;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;34035620;4;0;0;0;0;0;0;0;0;0;0;576599;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1330645;0;0;1;58963;0;0;579712;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;35036638;4;0;0;0;0;0;0;0;0;0;0;576850;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1331833;0;0;1;58963;0;0;579964;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;36037658;4;0;0;0;0;0;0;0;0;0;0;577101;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1333022;0;0;1;58963;0;0;580216;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;37038686;4;0;0;0;0;0;0;0;0;0;0;577353;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1334212;0;0;1;58963;0;0;580467;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;38039719;4;0;0;0;0;0;0;0;0;0;0;577604;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1335402;0;0;1;58963;0;0;580718;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;39040724;4;0;0;0;0;0;0;0;0;0;0;577855;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1336589;0;0;1;58963;0;0;580969;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;40041753;4;0;0;0;0;0;0;0;0;0;0;578106;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1337778;0;0;1;58963;0;0;581221;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;41042772;4;0;0;0;0;0;0;0;0;0;0;578358;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1338966;0;0;1;58963;0;0;581471;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;42043799;4;0;0;0;0;0;0;0;0;0;0;578609;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1340155;0;0;1;58963;0;0;581722;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;43044827;4;0;0;0;0;0;0;0;0;0;0;578860;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1341344;0;0;1;58963;0;0;581973;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;44045844;4;0;0;0;0;0;0;0;0;0;0;579111;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1342533;0;0;1;58963;0;0;582225;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;45046868;4;0;0;0;0;0;0;0;0;0;0;579363;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1343722;0;0;1;58963;0;0;582477;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;46047895;4;0;0;0;0;0;0;0;0;0;0;579614;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1344910;0;0;1;58963;0;0;582728;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;47048914;4;0;0;0;0;0;0;0;0;0;0;579865;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1346099;0;0;1;58963;0;0;582979;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;48049939;4;0;0;0;0;0;0;0;0;0;0;580116;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1347288;0;0;1;58963;0;0;583231;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;49050964;4;0;0;0;0;0;0;0;0;0;0;580368;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1348477;0;0;1;58963;0;0;583482;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;50051983;4;0;0;0;0;0;0;0;0;0;0;580619;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1349665;0;0;1;58963;0;0;583733;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;51053006;4;0;0;0;0;0;0;0;0;0;0;580870;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1350853;0;0;1;58963;0;0;583985;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;52054038;4;0;0;0;0;0;0;0;0;0;0;581121;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1352043;0;0;1;58963;0;0;584236;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;53055055;4;0;0;0;0;0;0;0;0;0;0;581373;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1353231;0;0;1;58963;0;0;584487;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;54056074;4;0;0;0;0;0;0;0;0;0;0;581624;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1354420;0;0;1;58963;0;0;584738;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;55057104;4;0;0;0;0;0;0;0;0;0;0;581875;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1355608;0;0;1;58963;0;0;584991;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;56058124;4;0;0;0;0;0;0;0;0;0;0;582126;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1356798;0;0;1;58963;0;0;585242;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;57059145;4;0;0;0;0;0;0;0;0;0;0;582378;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1357986;0;0;1;58963;0;0;585493;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45086;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;58060176;4;0;0;0;0;0;0;0;0;0;0;582629;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1359175;0;0;1;58963;0;0;585744;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45087;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;59061190;4;0;0;0;0;0;0;0;0;0;0;582880;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1360363;0;0;1;58963;0;0;585996;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45087;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;60062212;4;0;0;0;0;0;0;0;0;0;0;583131;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1361553;0;0;1;58963;0;0;586247;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45087;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;61063243;4;0;0;0;0;0;0;0;0;0;0;583383;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1362741;0;0;1;58963;0;0;586498;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45087;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;62064266;4;0;0;0;0;0;0;0;0;0;0;583634;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1363930;0;0;1;58963;0;0;586749;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45087;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;63065287;4;0;0;0;0;0;0;0;0;0;0;583885;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1365118;0;0;1;58963;0;0;587001;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45087;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;64066315;4;0;0;0;0;0;0;0;0;0;0;584136;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1366307;0;0;1;58963;0;0;587252;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45088;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;65067338;4;0;0;0;0;0;0;0;0;0;0;584388;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1367496;0;0;1;58963;0;0;587504;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45088;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;66068357;4;0;0;0;0;0;0;0;0;0;0;584639;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1368684;0;0;1;58963;0;0;587755;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45088;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;67069385;4;0;0;0;0;0;0;0;0;0;0;584890;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1369873;0;0;1;58963;0;0;588007;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45088;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;68070420;4;0;0;0;0;0;0;0;0;0;0;585142;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1371062;0;0;1;58963;0;0;588258;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45088;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;69071425;4;0;0;0;0;0;0;0;0;0;0;585393;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1372251;0;0;1;58963;0;0;588509;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45088;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;70072454;4;0;0;0;0;0;0;0;0;0;0;585644;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1373439;0;0;1;58963;0;0;588760;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45088;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;71073473;4;0;0;0;0;0;0;0;0;0;0;585895;0;0;15;0;0;0;99;0;0;0;0;0;0;0;0;1;1374628;0;0;1;58963;0;0;589012;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;45088;0;0;6;0;3;0;0;0;0;0;0;9188;0;0;0;0;0;0;2;9189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
