10_IO-APIC_10-fasteoi_virtio2_CPU0;30_PCI-MSI_32768-edge_virtio0-config_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;TRM_Thermal_event_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;MCE_Machine_check_exceptions_CPU0;RTR_APIC_ICR_read_retries_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;LOC_Local_timer_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;MCP_Machine_check_polls_CPU1;IWI_IRQ_work_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;NMI_Non-maskable_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU2;12_IO-APIC_12-edge_i8042_CPU0;THR_Threshold_APIC_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU2;12_IO-APIC_12-edge_i8042_CPU1;30_PCI-MSI_32768-edge_virtio0-config_CPU2;PIN_Posted-interrupt_notification_event_CPU0;TRM_Thermal_event_interrupts_CPU0;TLB_TLB_shootdowns_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU0;33_PCI-MSI_81920-edge_virtio1-config_CPU0;NPI_Nested_posted-interrupt_event_CPU1;PMI_Performance_monitoring_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;RES_Rescheduling_interrupts_CPU2;TLB_TLB_shootdowns_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU1;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;6_IO-APIC_6-edge_floppy_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;31_PCI-MSI_32769-edge_virtio0-input.0_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;TLB_TLB_shootdowns_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;NPI_Nested_posted-interrupt_event_CPU2;31_PCI-MSI_32769-edge_virtio0-input.0_CPU1;MCE_Machine_check_exceptions_CPU2;IWI_IRQ_work_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU1;RTR_APIC_ICR_read_retries_CPU2;ERR_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;SPU_Spurious_interrupts_CPU1;timestamp_us;15_IO-APIC_15-edge_ata_piix_CPU2;CAL_Function_call_interrupts_CPU0;33_PCI-MSI_81920-edge_virtio1-config_CPU1;NPI_Nested_posted-interrupt_event_CPU0;SPU_Spurious_interrupts_CPU0;MCE_Machine_check_exceptions_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;33_PCI-MSI_81920-edge_virtio1-config_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;SPU_Spurious_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;32_PCI-MSI_32770-edge_virtio0-output.0_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;30_PCI-MSI_32768-edge_virtio0-config_CPU0;12_IO-APIC_12-edge_i8042_CPU2;32_PCI-MSI_32770-edge_virtio0-output.0_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;31_PCI-MSI_32769-edge_virtio0-input.0_CPU2;RTR_APIC_ICR_read_retries_CPU1;LOC_Local_timer_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;CAL_Function_call_interrupts_CPU2;MIS_CPU0;PIN_Posted-interrupt_notification_event_CPU1;LOC_Local_timer_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;MCP_Machine_check_polls_CPU2;1_IO-APIC_1-edge_i8042_CPU0;RES_Rescheduling_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;MCP_Machine_check_polls_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU2;6_IO-APIC_6-edge_floppy_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;NMI_Non-maskable_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU2;CAL_Function_call_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU2
0;0;0;0;0;0;0;0;0;0;0;765473;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45636;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;22023280;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;762134;146;0;9188;0;0;2084218;0;0;1;9;61068;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;765725;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45636;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;23024302;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;762385;146;0;9188;0;0;2085412;0;0;1;9;61068;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;765976;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45638;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;24025339;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;762636;146;0;9188;0;0;2086606;0;0;1;9;61070;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;766228;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45641;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;25026365;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;762888;146;0;9188;0;0;2087798;0;0;1;9;61101;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;766479;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45641;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;26027380;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;763139;146;0;9188;0;0;2088991;0;0;1;9;61101;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;766730;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45641;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;27028407;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;763390;146;0;9188;0;0;2090185;0;0;1;9;61101;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;766982;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45641;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;28029427;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;763641;146;0;9188;0;0;2091378;0;0;1;9;61101;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;767233;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45641;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;29030455;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;763893;146;0;9188;0;0;2092572;0;0;1;9;61101;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;767484;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45641;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;30031478;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;764144;146;0;9188;0;0;2093765;0;0;1;9;61101;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;767735;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45641;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;31032495;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;764395;146;0;9188;0;0;2094957;0;0;1;9;61101;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;767986;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45643;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;32033532;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;764646;146;0;9188;0;0;2096150;0;0;1;9;61103;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;768239;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45643;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;33034554;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;764898;146;0;9188;0;0;2097343;0;0;1;9;61104;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;768490;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;34035586;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;765149;146;0;9188;0;0;2098535;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;768741;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;35036598;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;765400;146;0;9188;0;0;2099728;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;768993;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;36037625;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;765651;146;0;9188;0;0;2100919;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;769244;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;37038644;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;765903;146;0;9188;0;0;2102113;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;769495;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;38039664;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;766154;146;0;9188;0;0;2103305;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;769746;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;39040690;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;766405;146;0;9188;0;0;2104497;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;769998;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;40041713;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;766656;146;0;9188;0;0;2105690;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;770249;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;41042733;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;766908;146;0;9188;0;0;2106881;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;770500;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;42043762;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;767159;146;0;9188;0;0;2108070;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;770751;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;43044783;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;767410;146;0;9188;0;0;2109260;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;771003;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;44045803;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;767661;146;0;9188;0;0;2110449;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;771254;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45646;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;45046829;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;767913;146;0;9188;0;0;2111638;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;771506;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;46047851;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;768164;146;0;9188;0;0;2112826;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;771757;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;47048873;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;768415;146;0;9188;0;0;2114015;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;772009;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;48049900;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;768666;146;0;9188;0;0;2115204;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;772260;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;49050918;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;768918;146;0;9188;0;0;2116393;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;772511;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;50051955;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;769169;146;0;9188;0;0;2117581;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;772763;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;51052979;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;769420;146;0;9188;0;0;2118770;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;773014;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;52053993;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;769671;146;0;9188;0;0;2119959;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;773266;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;53055019;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;769923;146;0;9188;0;0;2121148;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;773517;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;54056045;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;770174;146;0;9188;0;0;2122336;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;773769;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;55057062;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;770425;146;0;9188;0;0;2123525;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;774020;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;56058083;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;770676;146;0;9188;0;0;2124714;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;774271;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;57059110;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;770928;146;0;9188;0;0;2125902;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;774522;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;58060130;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;771179;146;0;9188;0;0;2127091;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;774774;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;59061149;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;771430;146;0;9188;0;0;2128279;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;775025;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;60062185;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;771681;146;0;9188;0;0;2129469;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;775276;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;61063202;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;771933;146;0;9188;0;0;2130657;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;775527;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;62064222;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;772184;146;0;9188;0;0;2131846;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;775780;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;63065253;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;772435;146;0;9188;0;0;2133034;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;776031;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;64066271;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;772686;146;0;9188;0;0;2134224;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;776282;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;65067291;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;772938;146;0;9188;0;0;2135412;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;776533;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;66068320;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;773189;146;0;9188;0;0;2136601;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;776785;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;67069339;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;773440;146;0;9188;0;0;2137789;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;777036;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;68070359;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;773692;146;0;9188;0;0;2138979;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;777287;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;69071385;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;773943;146;0;9188;0;0;2140167;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;777538;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;70072416;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;774194;146;0;9188;0;0;2141355;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
0;0;0;0;0;0;0;0;0;0;0;777790;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;45647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;71073434;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;774445;146;0;9188;0;0;2142544;0;0;1;9;61133;0;3;1;0;0;0;0;0;0;9189;0
