30_PCI-MSI_32768-edge_virtio0-config_CPU1;MCE_Machine_check_exceptions_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;TLB_TLB_shootdowns_CPU1;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;RTR_APIC_ICR_read_retries_CPU0;MCP_Machine_check_polls_CPU2;CAL_Function_call_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU2;33_PCI-MSI_81920-edge_virtio1-config_CPU2;IWI_IRQ_work_interrupts_CPU1;33_PCI-MSI_81920-edge_virtio1-config_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;6_IO-APIC_6-edge_floppy_CPU2;12_IO-APIC_12-edge_i8042_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;ERR_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;timestamp_us;1_IO-APIC_1-edge_i8042_CPU2;SPU_Spurious_interrupts_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU1;32_PCI-MSI_32770-edge_virtio0-output.0_CPU2;NMI_Non-maskable_interrupts_CPU1;MCE_Machine_check_exceptions_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;SPU_Spurious_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU1;NPI_Nested_posted-interrupt_event_CPU2;33_PCI-MSI_81920-edge_virtio1-config_CPU0;CAL_Function_call_interrupts_CPU2;MIS_CPU0;RES_Rescheduling_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;IWI_IRQ_work_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;RES_Rescheduling_interrupts_CPU2;31_PCI-MSI_32769-edge_virtio0-input.0_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU0;12_IO-APIC_12-edge_i8042_CPU0;PIN_Posted-interrupt_notification_event_CPU1;NMI_Non-maskable_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;NPI_Nested_posted-interrupt_event_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;TRM_Thermal_event_interrupts_CPU2;SPU_Spurious_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;30_PCI-MSI_32768-edge_virtio0-config_CPU0;LOC_Local_timer_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;TLB_TLB_shootdowns_CPU2;6_IO-APIC_6-edge_floppy_CPU1;PIN_Posted-interrupt_notification_event_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;12_IO-APIC_12-edge_i8042_CPU1;TRM_Thermal_event_interrupts_CPU0;MCP_Machine_check_polls_CPU0;MCE_Machine_check_exceptions_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU0;30_PCI-MSI_32768-edge_virtio0-config_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;1_IO-APIC_1-edge_i8042_CPU1;MCP_Machine_check_polls_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;LOC_Local_timer_interrupts_CPU0;TLB_TLB_shootdowns_CPU0;NMI_Non-maskable_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;RTR_APIC_ICR_read_retries_CPU1;31_PCI-MSI_32769-edge_virtio0-input.0_CPU1;CAL_Function_call_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU2;TRM_Thermal_event_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU0;31_PCI-MSI_32769-edge_virtio0-input.0_CPU2;THR_Threshold_APIC_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;1_IO-APIC_1-edge_i8042_CPU0;RES_Rescheduling_interrupts_CPU0;LOC_Local_timer_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU1
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;37038717;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;813318;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;816719;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2291878;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;38039736;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;813570;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;816970;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2293070;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;39040765;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;813821;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;817221;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2294261;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;40041791;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;814072;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;817474;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2295453;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;41042812;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;814324;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;817725;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2296646;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;42043837;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;814575;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;817976;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2297836;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;43044857;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;814826;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;818227;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2299022;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;44045882;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;815077;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;818480;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2300208;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;45046910;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;815329;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;818731;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2301396;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;46047926;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;815580;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;818982;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2302584;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;47048948;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;815831;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;819233;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2303769;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;48049975;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;816082;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;819485;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2304956;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;49050993;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;816334;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;819736;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2306143;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;50052015;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;816585;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;819987;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2307329;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;51053044;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;816836;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;820238;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2308516;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;52054063;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;817087;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;820489;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2309705;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;53055081;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;817339;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;820740;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2310892;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;54056110;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;817590;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;820992;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2312078;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;55057129;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;817841;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;821243;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2313265;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;56058151;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;818092;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;821495;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2314453;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;57059177;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;818344;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;821746;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2315639;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;58060210;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;818595;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;821997;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2316826;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;59061230;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;818846;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;822248;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2318014;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;60062257;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;819097;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;822500;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2319201;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;61063282;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;819349;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;822751;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2320388;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;62064302;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;819600;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;823002;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2321576;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;63065327;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;819851;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;823253;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2322764;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;64066350;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;820102;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;823506;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2323952;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;65067370;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;820354;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;823757;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2325140;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;66068398;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;820605;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;824007;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2326327;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;67069417;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;820856;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;824258;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2327515;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;68070438;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;821107;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;824510;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2328703;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;69071464;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;821359;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;824761;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2329890;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;70072483;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;821610;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;825012;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2331077;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;71073510;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;821861;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;825264;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2332265;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;72074538;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;822112;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;825515;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2333452;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;73075556;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;822364;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;825766;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2334640;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;74076580;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;822615;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;826018;0;0;0;0;0;9189;4;0;0;0;0;0;0;0;0;9;61675;2335826;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;75077615;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;822866;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;826270;0;0;0;0;0;9189;5;0;0;0;0;0;0;0;0;9;61675;2337013;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;76078643;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;823117;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;826521;0;0;0;0;0;9189;6;0;0;0;0;0;0;0;0;9;61675;2338203;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;77079668;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45790;1;15;0;0;0;0;0;0;0;0;0;0;0;823369;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;826772;0;0;0;0;0;9189;6;0;0;0;0;0;0;0;0;9;61675;2339389;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;78080697;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45792;1;15;0;0;0;0;0;0;0;0;0;0;0;823620;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;827023;0;0;0;0;0;9189;6;0;0;0;0;0;0;0;0;9;61677;2340577;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;79081724;0;0;0;0;0;0;0;0;0;0;0;9188;0;158;0;0;0;10;45792;1;15;0;0;0;0;0;0;0;0;0;0;0;823871;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;827276;0;0;0;0;0;9189;6;0;0;0;0;0;0;0;0;9;61683;2341768;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;0;0;0;80082751;0;0;0;0;0;0;0;0;0;0;0;9188;0;159;0;0;0;10;45808;1;15;0;0;0;0;0;0;0;0;0;0;0;824122;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;0;2;0;0;0;0;1;;0;;0;0;827524;0;0;;0;0;9189;;0;0;0;0;0;0;0;0;9;61721;2342397;0;0;0
