TLB_TLB_shootdowns_CPU1;SPU_Spurious_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU1;33_PCI-MSI_81920-edge_virtio1-config_CPU0;NPI_Nested_posted-interrupt_event_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;MCP_Machine_check_polls_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;32_PCI-MSI_32770-edge_virtio0-output.0_CPU1;THR_Threshold_APIC_interrupts_CPU0;ERR_CPU0;CAL_Function_call_interrupts_CPU2;MCP_Machine_check_polls_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;NPI_Nested_posted-interrupt_event_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;33_PCI-MSI_81920-edge_virtio1-config_CPU1;RTR_APIC_ICR_read_retries_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;RES_Rescheduling_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;1_IO-APIC_1-edge_i8042_CPU1;6_IO-APIC_6-edge_floppy_CPU0;32_PCI-MSI_32770-edge_virtio0-output.0_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;RTR_APIC_ICR_read_retries_CPU1;NMI_Non-maskable_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;SPU_Spurious_interrupts_CPU0;MCE_Machine_check_exceptions_CPU1;PIN_Posted-interrupt_notification_event_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;31_PCI-MSI_32769-edge_virtio0-input.0_CPU2;RES_Rescheduling_interrupts_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;IWI_IRQ_work_interrupts_CPU0;TLB_TLB_shootdowns_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;31_PCI-MSI_32769-edge_virtio0-input.0_CPU0;30_PCI-MSI_32768-edge_virtio0-config_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU1;MCE_Machine_check_exceptions_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;CAL_Function_call_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;SPU_Spurious_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;MCE_Machine_check_exceptions_CPU0;1_IO-APIC_1-edge_i8042_CPU0;1_IO-APIC_1-edge_i8042_CPU2;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;IWI_IRQ_work_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU1;30_PCI-MSI_32768-edge_virtio0-config_CPU1;LOC_Local_timer_interrupts_CPU0;LOC_Local_timer_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU1;34_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;RTR_APIC_ICR_read_retries_CPU0;NMI_Non-maskable_interrupts_CPU2;31_PCI-MSI_32769-edge_virtio0-input.0_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU0;PMI_Performance_monitoring_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU2;12_IO-APIC_12-edge_i8042_CPU2;MCP_Machine_check_polls_CPU2;NMI_Non-maskable_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;TLB_TLB_shootdowns_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;30_PCI-MSI_32768-edge_virtio0-config_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;timestamp_us;TRM_Thermal_event_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;CAL_Function_call_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU0;33_PCI-MSI_81920-edge_virtio1-config_CPU2;TRM_Thermal_event_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;THR_Threshold_APIC_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;LOC_Local_timer_interrupts_CPU1;MIS_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;351433;348577;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;39040670;0;0;0;0;0;0;0;0;0;0;382673;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;351684;348829;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;40041693;0;0;0;0;0;0;0;0;0;0;383867;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;351935;349080;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;41042710;0;0;0;0;0;0;0;0;0;0;385061;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;352185;349331;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;42043731;0;0;0;0;0;0;0;0;0;0;386249;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;352437;349582;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;43044758;0;0;0;0;0;0;0;0;0;0;387439;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;352688;349834;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;44045772;0;0;0;0;0;0;0;0;0;0;388627;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;352939;350085;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;45046794;0;0;0;0;0;0;0;0;0;0;389816;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;353190;350336;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;46047822;0;0;0;0;0;0;0;0;0;0;391004;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;353442;350587;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;47048838;0;0;0;0;0;0;0;0;0;0;392193;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;353693;350839;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;48049857;0;0;0;0;0;0;0;0;0;0;393382;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;353945;351090;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;49050886;0;0;0;0;0;0;0;0;0;0;394570;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;354197;351341;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;50051902;0;0;0;0;0;0;0;0;0;0;395759;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;354448;351592;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;51052924;0;0;0;0;0;0;0;0;0;0;396948;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;354699;351844;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;52053948;0;0;0;0;0;0;0;0;0;0;398137;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;354950;352095;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;53054966;0;0;0;0;0;0;0;0;0;0;399325;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;355202;352346;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;54055987;0;0;0;0;0;0;0;0;0;0;400514;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;355453;352597;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;55057015;0;0;0;0;0;0;0;0;0;0;401703;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;355704;352849;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;56058036;0;0;0;0;0;0;0;0;0;0;402892;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;355955;353100;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;57059059;0;0;0;0;0;0;0;0;0;0;404080;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;356207;353351;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;58060084;0;0;0;0;0;0;0;0;0;0;405268;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;356459;353602;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;59061108;0;0;0;0;0;0;0;0;0;0;406458;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;356710;353854;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;60062123;0;0;0;0;0;0;0;0;0;0;407646;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;356961;354105;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;61063149;0;0;0;0;0;0;0;0;0;0;408835;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;357213;354356;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;62064166;0;0;0;0;0;0;0;0;0;0;410023;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;357464;354608;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;63065188;0;0;0;0;0;0;0;0;0;0;411213;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;357715;354859;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;64066214;0;0;0;0;0;0;0;0;0;0;412401;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;357966;355110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;65067232;0;0;0;0;0;0;0;0;0;0;413590;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;358218;355361;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;66068255;0;0;0;0;0;0;0;0;0;0;414778;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;358469;355612;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;67069285;0;0;0;0;0;0;0;0;0;0;415968;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;358720;355863;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;68070301;0;0;0;0;0;0;0;0;0;0;417156;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;358972;356114;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;69071325;0;0;0;0;0;0;0;0;0;0;418345;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;359224;356365;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;70072345;0;0;0;0;0;0;0;0;0;0;419533;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;359475;356617;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;71073363;0;0;0;0;0;0;0;0;0;0;420723;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;359726;356868;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;72074382;0;0;0;0;0;0;0;0;0;0;421917;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;359977;357119;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;73075409;0;0;0;0;0;0;0;0;0;0;423110;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;360229;357370;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;74076427;0;0;0;0;0;0;0;0;0;0;424304;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;8;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;360480;357622;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;75077461;0;0;0;0;0;0;0;0;0;0;425499;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;8;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;360731;357873;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;76078485;0;0;0;0;0;0;0;0;0;0;426693;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56250;15;0;0;0;2;1;8;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44389;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;360982;358124;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;77079512;0;0;0;0;0;0;0;0;0;0;427887;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;0;0;0;0;0;0;56252;15;0;0;0;2;1;8;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;44391;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;361234;358375;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;78080540;0;0;0;0;0;0;0;0;0;0;429081;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;9188;1;;0;0;0;0;0;56285;15;0;0;0;2;1;;0;0;;0;0;0;0;0;0;0;0;4;3;0;0;0;44391;0;0;0;0;0;9189;0;0;0;0;0;9;0;0;0;0;0;0;0;361482;358627;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;79081578;0;0;0;0;0;0;0;;0;;430045;0;0;0;0;0
