14_IO-APIC_14-edge_ata_piix_CPU0;1_IO-APIC_1-edge_i8042_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;TLB_TLB_shootdowns_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;12_IO-APIC_12-edge_i8042_CPU1;NPI_Nested_posted-interrupt_event_CPU1;RES_Rescheduling_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;MCE_Machine_check_exceptions_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;MIS_CPU0;MCP_Machine_check_polls_CPU0;NMI_Non-maskable_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;LOC_Local_timer_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;timestamp_us;1_IO-APIC_1-edge_i8042_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;12_IO-APIC_12-edge_i8042_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;TRM_Thermal_event_interrupts_CPU0;SPU_Spurious_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;CAL_Function_call_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;PMI_Performance_monitoring_interrupts_CPU0;CAL_Function_call_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU2;SPU_Spurious_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;TRM_Thermal_event_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;MCP_Machine_check_polls_CPU2;PMI_Performance_monitoring_interrupts_CPU1;CAL_Function_call_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;RTR_APIC_ICR_read_retries_CPU0;SPU_Spurious_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU0;MCE_Machine_check_exceptions_CPU1;MCE_Machine_check_exceptions_CPU0;IWI_IRQ_work_interrupts_CPU0;LOC_Local_timer_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;PIN_Posted-interrupt_notification_event_CPU1;RES_Rescheduling_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;RTR_APIC_ICR_read_retries_CPU2;THR_Threshold_APIC_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;NPI_Nested_posted-interrupt_event_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;TLB_TLB_shootdowns_CPU2;6_IO-APIC_6-edge_floppy_CPU1;ERR_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;12_IO-APIC_12-edge_i8042_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;TLB_TLB_shootdowns_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;IWI_IRQ_work_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;RES_Rescheduling_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;LOC_Local_timer_interrupts_CPU2;RTR_APIC_ICR_read_retries_CPU1;MCP_Machine_check_polls_CPU1
0;9;0;0;0;0;0;0;0;0;56676;0;0;0;0;0;0;0;1;0;0;0;6;0;454207;0;0;22023211;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;368041;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58136;0;0;0;0;0;0;0;8;0;0;0;0;365233;0;1
0;9;0;0;0;0;0;0;0;0;56676;0;0;0;0;0;0;0;1;0;0;0;6;0;455403;0;0;23024223;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;368291;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58136;0;0;0;0;0;0;0;8;0;0;0;0;365484;0;1
0;9;0;0;0;0;0;0;0;0;56678;0;0;0;0;0;0;0;1;0;0;0;6;0;456598;0;0;24025264;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;368543;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58138;0;0;0;0;0;0;0;8;0;0;0;0;365735;0;1
0;9;0;0;0;0;0;0;0;0;56708;0;0;0;0;0;0;0;1;0;0;0;6;0;457794;0;0;25026289;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;368796;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58141;0;0;0;0;0;0;0;8;0;0;0;0;365986;0;1
0;9;0;0;0;0;0;0;0;0;56708;0;0;0;0;0;0;0;1;0;0;0;6;0;458988;0;0;26027298;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;369047;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58141;0;0;0;0;0;0;0;8;0;0;0;0;366238;0;1
0;9;0;0;0;0;0;0;0;0;56708;0;0;0;0;0;0;0;1;0;0;0;6;0;460184;0;0;27028312;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;369297;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58141;0;0;0;0;0;0;0;8;0;0;0;0;366489;0;1
0;9;0;0;0;0;0;0;0;0;56708;0;0;0;0;0;0;0;1;0;0;0;6;0;461379;0;0;28029342;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;369549;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58141;0;0;0;0;0;0;0;8;0;0;0;0;366740;0;1
0;9;0;0;0;0;0;0;0;0;56708;0;0;0;0;0;0;0;1;0;0;0;6;0;462574;0;0;29030370;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;369800;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58141;0;0;0;0;0;0;0;8;0;0;0;0;366992;0;1
0;9;0;0;0;0;0;0;0;0;56708;0;0;0;0;0;0;0;1;0;0;0;6;0;463769;0;0;30031380;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;370051;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58141;0;0;0;0;0;0;0;8;0;0;0;0;367243;0;1
0;9;0;0;0;0;0;0;0;0;56708;0;0;0;0;0;0;0;1;0;0;0;6;0;464965;0;0;31032400;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;370301;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58141;0;0;0;0;0;0;0;8;0;0;0;0;367494;0;1
0;9;0;0;0;0;0;0;0;0;56710;0;0;0;0;0;0;0;1;0;0;0;6;0;466160;0;0;32033440;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;370553;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58143;0;0;0;0;0;0;0;8;0;0;0;0;367745;0;1
0;9;0;0;0;0;0;0;0;0;56711;0;0;0;0;0;0;0;1;0;0;0;6;0;467355;0;0;33034482;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;370805;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58143;0;0;0;0;0;0;0;8;0;0;0;0;367997;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;468550;0;0;34035502;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;371056;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;368248;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;469746;0;0;35036514;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;371307;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;368499;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;470940;0;0;36037541;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;371559;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;368750;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;472136;0;0;37038566;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;371810;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;369002;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;473331;0;0;38039577;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;372061;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;369253;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;474527;0;0;39040601;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;372312;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;369504;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;475721;0;0;40041630;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;372564;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;369755;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;476917;0;0;41042647;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;372816;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;370007;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;478106;0;0;42043662;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;373067;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;370258;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;479298;0;0;43044684;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;373317;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;370509;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;480491;0;0;44045709;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;373569;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;370760;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;481682;0;0;45046722;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;373821;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;371012;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;482874;0;0;46047744;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;374071;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;371263;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;484065;0;0;47048757;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;374322;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;371514;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;485257;0;0;48049785;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;374574;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;371765;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;486448;0;0;49050802;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;374824;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;372017;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;487639;0;0;50051817;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;375075;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;372268;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;488831;0;0;51052834;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;375326;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;372519;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;490022;0;0;52053865;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;375577;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;372770;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;491212;0;0;53054876;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;375828;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;373022;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;492403;0;0;54055893;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;376079;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;373273;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;493593;0;0;55056917;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;376331;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;373524;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;494784;0;0;56057942;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;376583;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;373775;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;495976;0;0;57058955;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;376833;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;374027;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;497165;0;0;58059978;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;377084;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;374278;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;498355;0;0;59060995;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;377335;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;374529;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;499549;0;0;60062021;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;377586;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;374780;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;500739;0;0;61063037;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;377837;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;375032;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;501931;0;0;62064054;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;378088;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;375283;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;503121;0;0;63065069;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;378340;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;375534;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;504314;0;0;64066102;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;378591;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;375785;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;505507;0;0;65067114;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;378842;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;376037;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;506697;0;0;66068130;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;379093;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;376288;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;507889;0;0;67069154;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;379345;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;376539;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;509080;0;0;68070187;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;379595;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;376790;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;510272;0;0;69071201;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;379846;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;377042;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;511463;0;0;70072222;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;380097;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;377293;0;1
0;9;0;0;0;0;0;0;0;0;56741;0;0;0;0;0;0;0;1;0;0;0;6;0;512656;0;0;71073244;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9826;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;9827;0;0;0;0;0;0;2;0;0;0;380348;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;58145;0;0;0;0;0;0;0;8;0;0;0;0;377544;0;1
