PIN_Posted-interrupt_notification_event_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;RTR_APIC_ICR_read_retries_CPU0;timestamp_us;DFR_Deferred_Error_APIC_interrupts_CPU2;LOC_Local_timer_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;MCP_Machine_check_polls_CPU1;NPI_Nested_posted-interrupt_event_CPU2;1_IO-APIC_1-edge_i8042_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;IWI_IRQ_work_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;RES_Rescheduling_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;PIN_Posted-interrupt_notification_event_CPU1;PMI_Performance_monitoring_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;TLB_TLB_shootdowns_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;IWI_IRQ_work_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;12_IO-APIC_12-edge_i8042_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;MCE_Machine_check_exceptions_CPU1;LOC_Local_timer_interrupts_CPU0;MCE_Machine_check_exceptions_CPU2;NMI_Non-maskable_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;NPI_Nested_posted-interrupt_event_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;6_IO-APIC_6-edge_floppy_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;MCP_Machine_check_polls_CPU0;SPU_Spurious_interrupts_CPU0;MCE_Machine_check_exceptions_CPU0;RES_Rescheduling_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;MCP_Machine_check_polls_CPU2;CAL_Function_call_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;THR_Threshold_APIC_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;TRM_Thermal_event_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;TLB_TLB_shootdowns_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;SPU_Spurious_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU0;THR_Threshold_APIC_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;RTR_APIC_ICR_read_retries_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;CAL_Function_call_interrupts_CPU2;SPU_Spurious_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU2;TLB_TLB_shootdowns_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;PMI_Performance_monitoring_interrupts_CPU0;RES_Rescheduling_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;NPI_Nested_posted-interrupt_event_CPU1;TRM_Thermal_event_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;CAL_Function_call_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU1;LOC_Local_timer_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU0;NMI_Non-maskable_interrupts_CPU0;ERR_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;IWI_IRQ_work_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU1;RTR_APIC_ICR_read_retries_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;12_IO-APIC_12-edge_i8042_CPU2;MIS_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0
0;0;0;0;22023248;0;367898;0;0;1;0;0;0;62724;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;370769;0;0;0;0;0;0;0;0;0;0;1;0;0;56819;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456675;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;23024265;0;368149;0;0;1;0;0;0;62724;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;371020;0;0;0;0;0;0;0;0;0;0;1;0;0;56819;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457864;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;24025305;0;368400;0;0;1;0;0;0;62726;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;371271;0;0;0;0;0;0;0;0;0;0;1;0;0;56821;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459053;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;25026332;0;368651;0;0;1;0;0;0;62728;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;371524;0;0;0;0;0;0;0;0;0;0;1;0;0;56852;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460243;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;26027347;0;368903;0;0;1;0;0;0;62728;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;371775;0;0;0;0;0;0;0;0;0;0;1;0;0;56852;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;461436;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;27028374;0;369154;0;0;1;0;0;0;62728;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;372026;0;0;0;0;0;0;0;0;0;0;1;0;0;56852;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462629;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;28029395;0;369405;0;0;1;0;0;0;62728;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;372278;0;0;0;0;0;0;0;0;0;0;1;0;0;56852;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463819;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;29030424;0;369656;0;0;1;0;0;0;62728;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;372529;0;0;0;0;0;0;0;0;0;0;1;0;0;56852;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465010;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;30031445;0;369908;0;0;1;0;0;0;62728;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;372780;0;0;0;0;0;0;0;0;0;0;1;0;0;56852;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466200;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;31032461;0;370159;0;0;1;0;0;0;62728;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;373031;0;0;0;0;0;0;0;0;0;0;1;0;0;56852;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467392;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;32033482;0;370410;0;0;1;0;0;0;62728;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;373283;0;0;0;0;0;0;0;0;0;0;1;0;0;56852;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468584;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;33034521;0;370662;0;0;1;0;0;0;62730;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;373534;0;0;0;0;0;0;0;0;0;0;1;0;0;56854;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469775;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;34035546;0;370913;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;373785;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470964;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;35036563;0;371164;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;374037;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472156;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;36037588;0;371415;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;374289;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473346;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;37038608;0;371667;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;374540;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474536;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;38039632;0;371918;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;374792;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475725;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;39040655;0;372169;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;375042;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476914;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;40041673;0;372420;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;375294;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478105;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;41042693;0;372672;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;375545;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479297;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;42043723;0;372923;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;375796;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480484;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;43044737;0;373174;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;376047;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481668;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;44045757;0;373425;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;376299;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482853;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;45046788;0;373677;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;376551;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484038;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;46047803;0;373928;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;376802;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485225;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;47048830;0;374179;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;377054;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486414;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;48049854;0;374430;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;377305;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;487599;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;49050870;0;374682;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;377555;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;488786;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;50051891;0;374933;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;377806;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489972;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;51052917;0;375184;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;378057;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491157;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;52053935;0;375435;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;378309;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492346;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;53054957;0;375687;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;378560;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493534;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;54055981;0;375938;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;378811;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494721;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;55057002;0;376189;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;379063;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495908;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;56058020;0;376440;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;379315;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497094;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;57059046;0;376692;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;379566;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498281;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;58060070;0;376943;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;379817;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499466;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;59061087;0;377194;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;380068;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500652;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;60062114;0;377445;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;380320;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501838;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;61063132;0;377697;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;380571;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;503023;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;62064151;0;377948;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;380822;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504208;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;63065179;0;378199;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;381074;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;505394;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;64066208;0;378450;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;381324;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506582;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;65067228;0;378702;0;0;1;0;0;0;62732;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;381576;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507768;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;66068262;0;378953;0;0;1;0;0;0;62734;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;381830;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508953;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;67069275;0;379204;0;0;1;0;0;0;62734;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;382082;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;510137;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;68070298;0;379455;0;0;1;0;0;0;62734;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;382333;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511323;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;69071322;0;379707;0;0;1;0;0;0;62734;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;382584;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512509;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;70072340;0;379958;0;0;1;0;0;0;62734;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;382835;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;513695;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
0;0;0;0;71073362;0;380209;0;0;1;0;0;0;62735;0;0;12;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;383087;0;0;0;0;0;0;0;0;0;0;1;0;0;56884;1;1;9872;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514883;0;0;15;0;0;6;0;0;0;0;6;0;0;0;0
