timestamp_us;9_IO-APIC_9-fasteoi_acpi_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;PMI_Performance_monitoring_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;LOC_Local_timer_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;TRM_Thermal_event_interrupts_CPU1;SPU_Spurious_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;SPU_Spurious_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU2;1_IO-APIC_1-edge_i8042_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;IWI_IRQ_work_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;RES_Rescheduling_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU1;TLB_TLB_shootdowns_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;TRM_Thermal_event_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;6_IO-APIC_6-edge_floppy_CPU1;1_IO-APIC_1-edge_i8042_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;PIN_Posted-interrupt_notification_event_CPU1;NMI_Non-maskable_interrupts_CPU2;LOC_Local_timer_interrupts_CPU1;MIS_CPU0;IWI_IRQ_work_interrupts_CPU2;ERR_CPU0;SPU_Spurious_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU1;MCP_Machine_check_polls_CPU2;LOC_Local_timer_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;MCE_Machine_check_exceptions_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;MCP_Machine_check_polls_CPU0;TLB_TLB_shootdowns_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;NPI_Nested_posted-interrupt_event_CPU0;RTR_APIC_ICR_read_retries_CPU2;1_IO-APIC_1-edge_i8042_CPU2;12_IO-APIC_12-edge_i8042_CPU0;MCP_Machine_check_polls_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;TLB_TLB_shootdowns_CPU2;12_IO-APIC_12-edge_i8042_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;6_IO-APIC_6-edge_floppy_CPU0;NPI_Nested_posted-interrupt_event_CPU1;6_IO-APIC_6-edge_floppy_CPU2;MCE_Machine_check_exceptions_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;THR_Threshold_APIC_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;TRM_Thermal_event_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;CAL_Function_call_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;CAL_Function_call_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;CAL_Function_call_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;RES_Rescheduling_interrupts_CPU2;MCE_Machine_check_exceptions_CPU1;NPI_Nested_posted-interrupt_event_CPU2
22023231;0;0;0;0;0;0;0;366020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56405;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;451858;0;0;0;0;0;0;0;1;363203;0;49435;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
23024251;0;0;0;0;0;0;0;366272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56405;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;453047;0;0;0;0;0;0;0;1;363455;0;49435;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
24025287;0;0;0;0;0;0;0;366523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56407;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;454236;0;0;0;0;0;0;0;1;363706;0;49437;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
25026316;0;0;0;0;0;0;0;366776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56437;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;455428;0;0;0;0;0;0;0;1;363957;0;49440;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
26027336;0;0;0;0;0;0;0;367027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56437;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;456619;0;0;0;0;0;0;0;1;364208;0;49440;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
27028360;0;0;0;0;0;0;0;367278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56437;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;457808;0;0;0;0;0;0;0;1;364460;0;49440;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
28029377;0;0;0;0;0;0;0;367529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56437;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;458998;0;0;0;0;0;0;0;1;364711;0;49440;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
29030407;0;0;0;0;0;0;0;367781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56437;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;460187;0;0;0;0;0;0;0;1;364962;0;49440;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
30031443;0;0;0;0;0;0;0;368032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56437;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;461376;0;0;0;0;0;0;0;1;365214;0;49440;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
31032443;0;0;0;0;0;0;0;368283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56437;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;462564;0;0;0;0;0;0;0;1;365465;0;49440;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
32033465;0;0;0;0;0;0;0;368534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56437;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;463753;0;0;0;0;0;0;0;1;365716;0;49440;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
33034500;0;0;0;0;0;0;0;368787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56439;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;464943;0;0;0;0;0;0;0;1;365967;0;49442;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
34035539;0;0;0;0;0;0;0;369039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;466137;0;0;0;0;0;0;0;1;366219;0;49444;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
35036550;0;0;0;0;0;0;0;369290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;467331;0;0;0;0;0;0;0;1;366470;0;49444;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
36037576;0;0;0;0;0;0;0;369541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;468522;0;0;0;0;0;0;0;1;366721;0;49444;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
37038594;0;0;0;0;0;0;0;369793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;469711;0;0;0;0;0;0;0;1;366972;0;49444;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
38039616;0;0;0;0;0;0;0;370044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;470901;0;0;0;0;0;0;0;1;367224;0;49444;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
39040641;0;0;0;0;0;0;0;370295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;472090;0;0;0;0;0;0;0;1;367475;0;49444;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
40041659;0;0;0;0;0;0;0;370546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;473280;0;0;0;0;0;0;0;1;367726;0;49444;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
41042678;0;0;0;0;0;0;0;370798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;474469;0;0;0;0;0;0;0;1;367977;0;49444;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
42043707;0;0;0;0;0;0;0;371049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;475658;0;0;0;0;0;0;0;1;368229;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
43044728;0;0;0;0;0;0;0;371301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;476847;0;0;0;0;0;0;0;1;368480;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
44045747;0;0;0;0;0;0;0;371552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;478036;0;0;0;0;0;0;0;1;368731;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
45046772;0;0;0;0;0;0;0;371804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;479227;0;0;0;0;0;0;0;1;368982;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
46047789;0;0;0;0;0;0;0;372055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;480417;0;0;0;0;0;0;0;1;369234;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
47048809;0;0;0;0;0;0;0;372306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;481609;0;0;0;0;0;0;0;1;369485;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
48049838;0;0;0;0;0;0;0;372557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;482799;0;0;0;0;0;0;0;1;369736;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
49050858;0;0;0;0;0;0;0;372809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;483990;0;0;0;0;0;0;0;1;369987;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
50051880;0;0;0;0;0;0;0;373059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;485183;0;0;0;0;0;0;0;1;370239;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
51052904;0;0;0;0;0;0;0;373310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;486374;0;0;0;0;0;0;0;1;370490;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
52053923;0;0;0;0;0;0;0;373561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;487565;0;0;0;0;0;0;0;1;370741;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
53054944;0;0;0;0;0;0;0;373814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;488756;0;0;0;0;0;0;0;1;370992;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
54055969;0;0;0;0;0;0;0;374065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;489946;0;0;0;0;0;0;0;1;371244;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
55056986;0;0;0;0;0;0;0;374316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;491138;0;0;0;0;0;0;0;1;371495;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
56058008;0;0;0;0;0;0;0;374566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;492330;0;0;0;0;0;0;0;1;371746;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
57059036;0;0;0;0;0;0;0;374818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;493522;0;0;0;0;0;0;0;1;371997;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
58060055;0;0;0;0;0;0;0;375069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;494712;0;0;0;0;0;0;0;1;372249;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
59061078;0;0;0;0;0;0;0;375320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;495902;0;0;0;0;0;0;0;1;372500;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
60062104;0;0;0;0;0;0;0;375572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;497094;0;0;0;0;0;0;0;1;372751;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
61063120;0;0;0;0;0;0;0;375823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;498285;0;0;0;0;0;0;0;1;373002;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
62064142;0;0;0;0;0;0;0;376074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;499475;0;0;0;0;0;0;0;1;373254;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
63065170;0;0;0;0;0;0;0;376326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;500667;0;0;0;0;0;0;0;1;373505;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
64066187;0;0;0;0;0;0;0;376578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;501858;0;0;0;0;0;0;0;1;373756;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
65067205;0;0;0;0;0;0;0;376829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;503051;0;0;0;0;0;0;0;1;374007;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
66068232;0;0;0;0;0;0;0;377080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;504242;0;0;0;0;0;0;0;1;374259;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
67069248;0;0;0;0;0;0;0;377331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;505433;0;0;0;0;0;0;0;1;374510;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
68070269;0;0;0;0;0;0;0;377583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;506624;0;0;0;0;0;0;0;1;374761;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
69071298;0;0;0;0;0;0;0;377834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;507815;0;0;0;0;0;0;0;1;375012;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
70072316;0;0;0;0;0;0;0;378086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;509004;0;0;0;0;0;0;0;1;375264;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
71073334;0;0;0;0;0;0;0;378337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56469;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;510196;0;0;0;0;0;0;0;1;375515;0;49445;0;0;1;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;9791;10;0;0;9792;0;0;0;0;0
