IWI_IRQ_work_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU1;RES_Rescheduling_interrupts_CPU2;MCE_Machine_check_exceptions_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;MCP_Machine_check_polls_CPU2;1_IO-APIC_1-edge_i8042_CPU0;MIS_CPU0;ERR_CPU0;IWI_IRQ_work_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;TLB_TLB_shootdowns_CPU2;THR_Threshold_APIC_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;TRM_Thermal_event_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;NPI_Nested_posted-interrupt_event_CPU0;TLB_TLB_shootdowns_CPU1;PIN_Posted-interrupt_notification_event_CPU2;NMI_Non-maskable_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;PMI_Performance_monitoring_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU1;MCE_Machine_check_exceptions_CPU0;LOC_Local_timer_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;NMI_Non-maskable_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;THR_Threshold_APIC_interrupts_CPU0;SPU_Spurious_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;MCE_Machine_check_exceptions_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;RES_Rescheduling_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;MCP_Machine_check_polls_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;timestamp_us;14_IO-APIC_14-edge_ata_piix_CPU2;1_IO-APIC_1-edge_i8042_CPU1;6_IO-APIC_6-edge_floppy_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;RTR_APIC_ICR_read_retries_CPU2;NMI_Non-maskable_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU1;12_IO-APIC_12-edge_i8042_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU0;THR_Threshold_APIC_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;RES_Rescheduling_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU0;12_IO-APIC_12-edge_i8042_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;MCP_Machine_check_polls_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;PMI_Performance_monitoring_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;6_IO-APIC_6-edge_floppy_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;PMI_Performance_monitoring_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;RTR_APIC_ICR_read_retries_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;TRM_Thermal_event_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;TLB_TLB_shootdowns_CPU0;SPU_Spurious_interrupts_CPU2;CAL_Function_call_interrupts_CPU2;CAL_Function_call_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;CAL_Function_call_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;LOC_Local_timer_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;LOC_Local_timer_interrupts_CPU2;SPU_Spurious_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456088;0;0;62846;0;0;0;0;0;0;0;0;0;9;0;1;0;22023247;0;0;0;0;0;0;0;0;0;0;0;56732;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;368835;0;0;0;0;0;0;0;368742;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457278;0;0;62846;0;0;0;0;0;0;0;0;0;9;0;1;0;23024271;0;0;0;0;0;0;0;0;0;0;0;56732;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;369086;0;0;0;0;0;0;0;368994;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458470;0;0;62848;0;0;0;0;0;0;0;0;0;9;0;1;0;24025305;0;0;0;0;0;0;0;0;0;0;0;56734;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;369336;0;0;0;0;0;0;0;369245;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459659;0;0;62851;0;0;0;0;0;0;0;0;0;9;0;1;0;25026332;0;0;0;0;0;0;0;0;0;0;0;56765;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;369587;0;0;0;0;0;0;0;369497;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460852;0;0;62851;0;0;0;0;0;0;0;0;0;9;0;1;0;26027351;0;0;0;0;0;0;0;0;0;0;0;56765;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;369837;0;0;0;0;0;0;0;369748;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462044;0;0;62851;0;0;0;0;0;0;0;0;0;9;0;1;0;27028371;0;0;0;0;0;0;0;0;0;0;0;56765;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;370089;0;0;0;0;0;0;0;370000;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463237;0;0;62851;0;0;0;0;0;0;0;0;0;9;0;1;0;28029390;0;0;0;0;0;0;0;0;0;0;0;56765;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;370339;0;0;0;0;0;0;0;370252;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464429;0;0;62851;0;0;0;0;0;0;0;0;0;9;0;1;0;29030421;0;0;0;0;0;0;0;0;0;0;0;56765;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;370589;0;0;0;0;0;0;0;370504;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465620;0;0;62851;0;0;0;0;0;0;0;0;0;9;0;1;0;30031437;0;0;0;0;0;0;0;0;0;0;0;56765;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;370839;0;0;0;0;0;0;0;370755;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466811;0;0;62851;0;0;0;0;0;0;0;0;0;9;0;1;0;31032457;0;0;0;0;0;0;0;0;0;0;0;56765;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;371090;0;0;0;0;0;0;0;371006;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468004;0;0;62851;0;0;0;0;0;0;0;0;0;9;0;1;0;32033499;0;0;0;0;0;0;0;0;0;0;0;56765;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;371340;0;0;0;0;0;0;0;371258;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469196;0;0;62853;0;0;0;0;0;0;0;0;0;9;0;1;0;33034514;0;0;0;0;0;0;0;0;0;0;0;56767;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;371591;0;0;0;0;0;0;0;371510;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470387;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;34035541;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;371842;0;0;0;0;0;0;0;371762;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471582;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;35036558;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;372093;0;0;0;0;0;0;0;372013;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472777;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;36037577;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;372343;0;0;0;0;0;0;0;372265;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473971;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;37038599;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;372594;0;0;0;0;0;0;0;372516;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475165;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;38039622;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;372844;0;0;0;0;0;0;0;372768;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476358;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;39040639;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;373095;0;0;0;0;0;0;0;373020;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477555;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;40041658;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;373345;0;0;0;0;0;0;0;373272;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478749;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;41042686;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;373595;0;0;0;0;0;0;0;373523;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479939;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;42043704;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;373845;0;0;0;0;0;0;0;373774;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481127;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;43044722;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;374096;0;0;0;0;0;0;0;374025;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482316;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;44045746;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;374346;0;0;0;0;0;0;0;374277;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;483503;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;45046764;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;374596;0;0;0;0;0;0;0;374528;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484691;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;46047781;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;374846;0;0;0;0;0;0;0;374779;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485879;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;47048829;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;375098;0;0;0;0;0;0;0;375030;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;487066;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;48049828;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;375348;0;0;0;0;0;0;0;375282;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;488252;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;49050844;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;375598;0;0;0;0;0;0;0;375534;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489436;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;50051868;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;375848;0;0;0;0;0;0;0;375786;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490623;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;51052891;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;376099;0;0;0;0;0;0;0;376038;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491810;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;52053910;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;376349;0;0;0;0;0;0;0;376291;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492998;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;53054927;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;376599;0;0;0;0;0;0;0;376543;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494186;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;54055952;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;376849;0;0;0;0;0;0;0;376794;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495375;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;55056970;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;377100;0;0;0;0;0;0;0;377045;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496564;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;56057989;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;377350;0;0;0;0;0;0;0;377297;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497750;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;57059018;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;377601;0;0;0;0;0;0;0;377548;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498937;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;58060033;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;377851;0;0;0;0;0;0;0;377799;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500126;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;59061057;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;378102;0;0;0;0;0;0;0;378050;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501312;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;60062078;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;378352;0;0;0;0;0;0;0;378302;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;502498;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;61063098;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;378602;0;0;0;0;0;0;0;378553;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;503683;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;62064117;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;378853;0;0;0;0;0;0;0;378805;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504871;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;63065143;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;379103;0;0;0;0;0;0;0;379057;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506057;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;64066159;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;379353;0;0;0;0;0;0;0;379310;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507243;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;65067178;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;379603;0;0;0;0;0;0;0;379562;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508430;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;66068202;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;379854;0;0;0;0;0;0;0;379813;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509618;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;67069223;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;380105;0;0;0;0;0;0;0;380064;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;510805;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;68070241;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;380355;0;0;0;0;0;0;0;380316;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511993;0;0;62855;0;0;0;0;0;0;0;0;0;9;0;1;0;69071264;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;380605;0;0;0;0;0;0;0;380567;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;513181;0;0;62857;0;0;0;0;0;0;0;0;0;9;0;1;0;70072294;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;380859;0;0;0;0;0;0;0;380818;0;0;3;0
0;0;6;0;6;1;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514368;0;0;62857;0;0;0;0;0;0;0;0;0;9;0;1;0;71073311;0;0;0;0;0;0;0;0;0;0;0;56798;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;9837;0;0;9838;0;381109;0;0;0;0;0;0;0;381069;0;0;3;0
