10_IO-APIC_10-fasteoi_virtio2_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;THR_Threshold_APIC_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;LOC_Local_timer_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;NPI_Nested_posted-interrupt_event_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;RES_Rescheduling_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;CAL_Function_call_interrupts_CPU1;SPU_Spurious_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;PMI_Performance_monitoring_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;SPU_Spurious_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU1;MIS_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;MCE_Machine_check_exceptions_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU0;CAL_Function_call_interrupts_CPU2;MCP_Machine_check_polls_CPU1;ERR_CPU0;TLB_TLB_shootdowns_CPU2;NMI_Non-maskable_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;MCP_Machine_check_polls_CPU2;CAL_Function_call_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU1;PIN_Posted-interrupt_notification_event_CPU0;NPI_Nested_posted-interrupt_event_CPU2;SPU_Spurious_interrupts_CPU2;LOC_Local_timer_interrupts_CPU2;TLB_TLB_shootdowns_CPU0;RES_Rescheduling_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;PIN_Posted-interrupt_notification_event_CPU2;1_IO-APIC_1-edge_i8042_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;MCP_Machine_check_polls_CPU0;RTR_APIC_ICR_read_retries_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;1_IO-APIC_1-edge_i8042_CPU2;THR_Threshold_APIC_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;timestamp_us;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;TRM_Thermal_event_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;12_IO-APIC_12-edge_i8042_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;PMI_Performance_monitoring_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;1_IO-APIC_1-edge_i8042_CPU0;RES_Rescheduling_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;LOC_Local_timer_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU0;TLB_TLB_shootdowns_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;RTR_APIC_ICR_read_retries_CPU1;6_IO-APIC_6-edge_floppy_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;MCE_Machine_check_exceptions_CPU1;NPI_Nested_posted-interrupt_event_CPU1;RTR_APIC_ICR_read_retries_CPU0;12_IO-APIC_12-edge_i8042_CPU1;THR_Threshold_APIC_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;MCE_Machine_check_exceptions_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1
0;53269;0;0;0;471009;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;366140;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;39040606;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;368771;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;472205;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;366391;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;40041624;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;369021;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;473398;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;366643;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;41042651;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;369271;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;474526;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;366894;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;42043668;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;369522;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;475652;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;367145;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;43044692;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;369773;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;476779;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;367397;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;44045729;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;370024;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;477906;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;367648;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;45046731;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;370274;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;479032;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;367899;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;46047751;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;370525;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;480159;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;368150;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;47048779;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;370776;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;481285;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;368402;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;48049797;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;371027;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;482413;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;368653;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;49050817;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;371278;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;483538;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;368904;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;50051843;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;371529;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;484666;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;369155;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;51052862;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;371780;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;485792;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;369407;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;52053880;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;372031;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;486921;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;369658;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;53054910;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;372281;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;488046;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;369909;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;54055926;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;372532;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;489173;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;370160;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;55056946;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;372783;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;490300;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;370412;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;56057972;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;373034;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;491426;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;370663;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;57058988;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;373284;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;492553;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;370914;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;58060009;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;373535;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;493680;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;371165;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;59061037;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;373787;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;494808;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;371417;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;60062053;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;374038;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;495934;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;371668;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;61063071;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;374288;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;497061;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;371919;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;62064098;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;374539;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;498188;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;372170;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;63065120;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;374790;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;499314;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;372422;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;64066137;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;375041;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;500441;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;372673;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;65067163;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;375291;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;501567;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;372924;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;66068181;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;375542;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;502695;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;373175;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;67069205;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;375794;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;503820;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;373427;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;68070230;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;376045;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;504948;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;373678;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;69071250;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;376296;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;506073;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;373929;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;70072275;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;376547;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;507214;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;374180;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;71073307;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;376798;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;508408;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;374432;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;72074336;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;377049;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;509603;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;374683;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;73075347;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;377300;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;510797;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;6;0;0;1;0;0;0;0;0;374934;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;74076371;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;377551;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;511993;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;8;0;0;1;0;0;0;0;0;375185;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;75077399;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;377801;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;513187;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;8;0;0;1;0;0;0;0;0;375437;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;76078417;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;378051;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53269;0;0;0;514382;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;8;0;0;1;0;0;0;0;0;375688;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;77079439;0;0;0;0;0;0;0;0;0;0;9;56861;0;0;0;378301;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53271;0;0;0;515577;0;0;0;0;0;9;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9830;1;0;0;0;8;0;0;1;0;0;0;0;0;375939;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;78080470;0;0;0;0;0;0;0;0;0;0;9;56863;0;0;0;378552;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
0;53271;0;0;0;516610;0;0;0;0;0;10;0;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;15;9830;1;0;0;0;;0;0;1;0;0;0;0;0;376190;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;;79081494;0;0;0;0;0;0;;0;0;0;9;56895;0;0;0;378799;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
