timestamp_us;TLB_TLB_shootdowns_CPU0;PIN_Posted-interrupt_notification_event_CPU3;52_IR-PCI-MSI_524291-edge_nvme0q3_CPU2;RTR_APIC_ICR_read_retries_CPU2;50_IR-PCI-MSI_524289-edge_nvme0q1_CPU3;75_IR-PCI-MSI_2097153-edge_eno7-TxRx-1_CPU2;THR_Threshold_APIC_interrupts_CPU0;53_IR-PCI-MSI_524292-edge_nvme0q4_CPU3;75_IR-PCI-MSI_2097153-edge_eno7-TxRx-1_CPU0;74_IR-PCI-MSI_2097152-edge_eno7-TxRx-0_CPU3;DFR_Deferred_Error_APIC_interrupts_CPU0;26_IR-PCI-MSI_3670016-edge_eno1_CPU2;24_DMAR-MSI_0-edge_dmar0_CPU3;31_IR-PCI-MSI_1574912-edge_ioat-msix_CPU2;76_IR-PCI-MSI_2097154-edge_eno7-TxRx-2_CPU3;91_IR-PCI-MSI_2099201-edge_eno8-TxRx-1_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;24_DMAR-MSI_0-edge_dmar0_CPU2;TLB_TLB_shootdowns_CPU2;RTR_APIC_ICR_read_retries_CPU0;91_IR-PCI-MSI_2099201-edge_eno8-TxRx-1_CPU2;53_IR-PCI-MSI_524292-edge_nvme0q4_CPU1;92_IR-PCI-MSI_2099202-edge_eno8-TxRx-2_CPU3;28_IR-PCI-MSI_3670018-edge_eno1-TxRx-1_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;33_IR-PCI-MSI_524288-edge_nvme0q0_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU0;86_IR-PCI-MSI_2097155-edge_eno7-TxRx-3_CPU2;87_IR-PCI-MSI_2097156-edge_eno7_CPU3;HVS_Hyper-V_stimer0_interrupts_CPU1;32_IR-PCI-MSI_1576960-edge_ioat-msix_CPU2;93_IR-PCI-MSI_2099203-edge_eno8-TxRx-3_CPU1;RTR_APIC_ICR_read_retries_CPU1;92_IR-PCI-MSI_2099202-edge_eno8-TxRx-2_CPU2;IWI_IRQ_work_interrupts_CPU2;90_IR-PCI-MSI_2099200-edge_eno8-TxRx-0_CPU2;TRM_Thermal_event_interrupts_CPU1;24_DMAR-MSI_0-edge_dmar0_CPU0;52_IR-PCI-MSI_524291-edge_nvme0q3_CPU0;9_IR-IO-APIC_9-fasteoi_acpi_CPU1;94_IR-PCI-MSI_2099204-edge_eno8_CPU1;34_IR-PCI-MSI_327680-edge_xhci_hcd_CPU3;DFR_Deferred_Error_APIC_interrupts_CPU3;28_IR-PCI-MSI_3670018-edge_eno1-TxRx-1_CPU2;91_IR-PCI-MSI_2099201-edge_eno8-TxRx-1_CPU1;TLB_TLB_shootdowns_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;76_IR-PCI-MSI_2097154-edge_eno7-TxRx-2_CPU2;8_IR-IO-APIC_8-edge_rtc0_CPU2;51_IR-PCI-MSI_524290-edge_nvme0q2_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;33_IR-PCI-MSI_524288-edge_nvme0q0_CPU0;40_IR-PCI-MSI_1579008-edge_ioat-msix_CPU1;86_IR-PCI-MSI_2097155-edge_eno7-TxRx-3_CPU0;25_IR-PCI-MSI_1572864-edge_ioat-msix_CPU1;34_IR-PCI-MSI_327680-edge_xhci_hcd_CPU2;NPI_Nested_posted-interrupt_event_CPU3;87_IR-PCI-MSI_2097156-edge_eno7_CPU0;SPU_Spurious_interrupts_CPU0;MCP_Machine_check_polls_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU3;29_IR-PCI-MSI_3670019-edge_eno1-TxRx-2_CPU3;40_IR-PCI-MSI_1579008-edge_ioat-msix_CPU2;THR_Threshold_APIC_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU3;25_IR-PCI-MSI_1572864-edge_ioat-msix_CPU0;MCE_Machine_check_exceptions_CPU0;92_IR-PCI-MSI_2099202-edge_eno8-TxRx-2_CPU0;94_IR-PCI-MSI_2099204-edge_eno8_CPU3;PIN_Posted-interrupt_notification_event_CPU2;90_IR-PCI-MSI_2099200-edge_eno8-TxRx-0_CPU1;29_IR-PCI-MSI_3670019-edge_eno1-TxRx-2_CPU1;9_IR-IO-APIC_9-fasteoi_acpi_CPU3;SPU_Spurious_interrupts_CPU3;30_IR-PCI-MSI_3670020-edge_eno1-TxRx-3_CPU1;CAL_Function_call_interrupts_CPU2;MIS_CPU0;PIN_Posted-interrupt_notification_event_CPU1;74_IR-PCI-MSI_2097152-edge_eno7-TxRx-0_CPU1;25_IR-PCI-MSI_1572864-edge_ioat-msix_CPU2;MCE_Machine_check_exceptions_CPU3;NMI_Non-maskable_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;MCE_Machine_check_exceptions_CPU2;NPI_Nested_posted-interrupt_event_CPU0;53_IR-PCI-MSI_524292-edge_nvme0q4_CPU0;28_IR-PCI-MSI_3670018-edge_eno1-TxRx-1_CPU1;RES_Rescheduling_interrupts_CPU0;27_IR-PCI-MSI_3670017-edge_eno1-TxRx-0_CPU3;73_IR-PCI-MSI_2361344-edge_vfio-msix[0](0000:04:10.1)_CPU1;IWI_IRQ_work_interrupts_CPU0;18_IR-IO-APIC_18-fasteoi_ehci_hcd:usb1,_ehci_hcd:usb3,_i801_smbus_CPU3;31_IR-PCI-MSI_1574912-edge_ioat-msix_CPU3;PMI_Performance_monitoring_interrupts_CPU1;51_IR-PCI-MSI_524290-edge_nvme0q2_CPU3;24_DMAR-MSI_0-edge_dmar0_CPU1;94_IR-PCI-MSI_2099204-edge_eno8_CPU2;75_IR-PCI-MSI_2097153-edge_eno7-TxRx-1_CPU1;73_IR-PCI-MSI_2361344-edge_vfio-msix[0](0000:04:10.1)_CPU0;25_IR-PCI-MSI_1572864-edge_ioat-msix_CPU3;18_IR-IO-APIC_18-fasteoi_ehci_hcd:usb1,_ehci_hcd:usb3,_i801_smbus_CPU2;90_IR-PCI-MSI_2099200-edge_eno8-TxRx-0_CPU0;30_IR-PCI-MSI_3670020-edge_eno1-TxRx-3_CPU0;RES_Rescheduling_interrupts_CPU3;75_IR-PCI-MSI_2097153-edge_eno7-TxRx-1_CPU3;IWI_IRQ_work_interrupts_CPU1;33_IR-PCI-MSI_524288-edge_nvme0q0_CPU2;TRM_Thermal_event_interrupts_CPU2;72_IR-PCI-MSI_2359296-edge_vfio-msix[0](0000:04:10.0)_CPU0;PMI_Performance_monitoring_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU3;MCP_Machine_check_polls_CPU3;PIW_Posted-interrupt_wakeup_event_CPU3;NPI_Nested_posted-interrupt_event_CPU1;52_IR-PCI-MSI_524291-edge_nvme0q3_CPU3;50_IR-PCI-MSI_524289-edge_nvme0q1_CPU2;74_IR-PCI-MSI_2097152-edge_eno7-TxRx-0_CPU0;76_IR-PCI-MSI_2097154-edge_eno7-TxRx-2_CPU1;32_IR-PCI-MSI_1576960-edge_ioat-msix_CPU3;86_IR-PCI-MSI_2097155-edge_eno7-TxRx-3_CPU1;26_IR-PCI-MSI_3670016-edge_eno1_CPU3;HRE_Hyper-V_reenlightenment_interrupts_CPU3;40_IR-PCI-MSI_1579008-edge_ioat-msix_CPU3;LOC_Local_timer_interrupts_CPU1;CAL_Function_call_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU2;91_IR-PCI-MSI_2099201-edge_eno8-TxRx-1_CPU3;27_IR-PCI-MSI_3670017-edge_eno1-TxRx-0_CPU0;THR_Threshold_APIC_interrupts_CPU3;30_IR-PCI-MSI_3670020-edge_eno1-TxRx-3_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;86_IR-PCI-MSI_2097155-edge_eno7-TxRx-3_CPU3;87_IR-PCI-MSI_2097156-edge_eno7_CPU2;NMI_Non-maskable_interrupts_CPU1;87_IR-PCI-MSI_2097156-edge_eno7_CPU1;CAL_Function_call_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;26_IR-PCI-MSI_3670016-edge_eno1_CPU1;TRM_Thermal_event_interrupts_CPU3;72_IR-PCI-MSI_2359296-edge_vfio-msix[0](0000:04:10.0)_CPU3;93_IR-PCI-MSI_2099203-edge_eno8-TxRx-3_CPU0;27_IR-PCI-MSI_3670017-edge_eno1-TxRx-0_CPU2;THR_Threshold_APIC_interrupts_CPU1;LOC_Local_timer_interrupts_CPU2;34_IR-PCI-MSI_327680-edge_xhci_hcd_CPU1;32_IR-PCI-MSI_1576960-edge_ioat-msix_CPU1;73_IR-PCI-MSI_2361344-edge_vfio-msix[0](0000:04:10.1)_CPU3;27_IR-PCI-MSI_3670017-edge_eno1-TxRx-0_CPU1;32_IR-PCI-MSI_1576960-edge_ioat-msix_CPU0;76_IR-PCI-MSI_2097154-edge_eno7-TxRx-2_CPU0;TLB_TLB_shootdowns_CPU3;93_IR-PCI-MSI_2099203-edge_eno8-TxRx-3_CPU2;90_IR-PCI-MSI_2099200-edge_eno8-TxRx-0_CPU3;SPU_Spurious_interrupts_CPU2;72_IR-PCI-MSI_2359296-edge_vfio-msix[0](0000:04:10.0)_CPU1;LOC_Local_timer_interrupts_CPU3;29_IR-PCI-MSI_3670019-edge_eno1-TxRx-2_CPU0;31_IR-PCI-MSI_1574912-edge_ioat-msix_CPU1;34_IR-PCI-MSI_327680-edge_xhci_hcd_CPU0;PIN_Posted-interrupt_notification_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;50_IR-PCI-MSI_524289-edge_nvme0q1_CPU0;26_IR-PCI-MSI_3670016-edge_eno1_CPU0;29_IR-PCI-MSI_3670019-edge_eno1-TxRx-2_CPU2;9_IR-IO-APIC_9-fasteoi_acpi_CPU2;93_IR-PCI-MSI_2099203-edge_eno8-TxRx-3_CPU3;SPU_Spurious_interrupts_CPU1;52_IR-PCI-MSI_524291-edge_nvme0q3_CPU1;NPI_Nested_posted-interrupt_event_CPU2;TRM_Thermal_event_interrupts_CPU0;MCE_Machine_check_exceptions_CPU1;40_IR-PCI-MSI_1579008-edge_ioat-msix_CPU0;HYP_Hypervisor_callback_interrupts_CPU3;18_IR-IO-APIC_18-fasteoi_ehci_hcd:usb1,_ehci_hcd:usb3,_i801_smbus_CPU0;30_IR-PCI-MSI_3670020-edge_eno1-TxRx-3_CPU3;DFR_Deferred_Error_APIC_interrupts_CPU1;74_IR-PCI-MSI_2097152-edge_eno7-TxRx-0_CPU2;18_IR-IO-APIC_18-fasteoi_ehci_hcd:usb1,_ehci_hcd:usb3,_i801_smbus_CPU1;73_IR-PCI-MSI_2361344-edge_vfio-msix[0](0000:04:10.1)_CPU2;31_IR-PCI-MSI_1574912-edge_ioat-msix_CPU0;33_IR-PCI-MSI_524288-edge_nvme0q0_CPU3;72_IR-PCI-MSI_2359296-edge_vfio-msix[0](0000:04:10.0)_CPU2;PMI_Performance_monitoring_interrupts_CPU3;53_IR-PCI-MSI_524292-edge_nvme0q4_CPU2;50_IR-PCI-MSI_524289-edge_nvme0q1_CPU1;8_IR-IO-APIC_8-edge_rtc0_CPU1;9_IR-IO-APIC_9-fasteoi_acpi_CPU0;MCP_Machine_check_polls_CPU2;8_IR-IO-APIC_8-edge_rtc0_CPU3;RES_Rescheduling_interrupts_CPU2;ERR_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;28_IR-PCI-MSI_3670018-edge_eno1-TxRx-1_CPU3;HRE_Hyper-V_reenlightenment_interrupts_CPU0;94_IR-PCI-MSI_2099204-edge_eno8_CPU0;LOC_Local_timer_interrupts_CPU0;MCP_Machine_check_polls_CPU1;8_IR-IO-APIC_8-edge_rtc0_CPU0;51_IR-PCI-MSI_524290-edge_nvme0q2_CPU0;CAL_Function_call_interrupts_CPU3;RTR_APIC_ICR_read_retries_CPU3;51_IR-PCI-MSI_524290-edge_nvme0q2_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;92_IR-PCI-MSI_2099202-edge_eno8-TxRx-2_CPU1
74;0;7;0;0;0;0;0;0;899;0;0;0;0;0;0;894;0;0;392;2;0;0;0;9824;0;0;0;0;0;0;0;0;0;0;0;141285;0;0;0;0;0;0;0;0;0;0;452;0;0;0;0;0;14;0;899;0;0;0;165;0;1;0;141285;0;0;0;0;2;0;894;0;9;0;0;0;0;0;12256;0;591;0;0;0;0;1216;0;0;0;0;9682;0;;142215;0;0;0;0;0;0;0;;0;0;894;33676;82;0;141286;0;0;;0;0;1;0;0;0;0;899;0;0;0;0;0;0;429144;12223;0;0;48704;0;0;0;0;0;0;0;3;0;0;0;;894;0;0;426500;0;0;;0;2;899;393;0;0;0;;428166;52374;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;;2;0;;0;0;0;0;1;1;0;263;0;0;0;0;157;437123;1;1;0;12250;0;0;0;0
1001977;0;7;0;0;0;0;0;0;899;0;0;0;0;0;0;894;0;0;392;2;0;0;0;9824;0;0;0;0;0;0;0;0;0;0;0;141368;0;0;0;0;0;0;0;0;0;0;452;0;0;0;0;0;14;0;899;0;0;0;165;0;1;0;141368;0;0;0;0;2;0;894;0;9;0;0;0;0;0;12256;0;591;0;0;0;0;1218;0;0;0;0;9682;0;;142299;0;0;0;0;0;0;0;;0;0;894;33676;82;0;141370;0;0;;0;0;1;0;0;0;0;899;0;0;0;0;0;0;429396;12223;0;0;48704;0;0;0;0;0;0;0;3;0;0;0;;894;0;0;426750;0;0;;0;2;899;393;0;0;0;;428417;52374;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;;2;0;;0;0;0;0;1;1;0;263;0;0;0;0;157;437378;1;1;0;12250;0;0;0;0
2002990;0;7;0;0;0;0;0;0;900;0;0;0;0;0;0;895;0;0;392;2;0;0;0;9825;0;0;0;0;0;0;0;0;0;0;0;141452;0;0;0;0;0;0;0;0;0;0;452;0;0;0;0;0;14;0;900;0;0;0;165;0;1;0;141452;0;0;0;0;2;0;895;0;9;0;0;0;0;0;12256;0;591;0;0;0;0;1218;0;0;0;0;9683;0;;142382;0;0;0;0;0;0;0;;0;0;895;33677;82;0;141453;0;0;;0;0;1;0;0;0;0;900;0;0;0;0;0;0;429647;12223;0;0;48705;0;0;0;0;0;0;0;3;0;0;0;;895;0;0;427000;0;0;;0;2;900;393;0;0;0;;428668;52375;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;;2;0;;0;0;0;0;1;1;0;263;0;0;0;0;157;437631;1;1;0;12250;0;0;0;0
3004057;0;7;0;0;0;0;0;0;900;0;0;0;0;0;0;895;0;0;413;2;0;0;0;9825;0;0;0;0;0;0;0;0;0;0;0;141535;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;14;0;900;0;0;0;176;0;1;0;141535;0;0;0;0;2;0;895;0;9;0;0;0;0;0;12277;0;591;0;0;0;0;1230;0;0;0;0;9715;0;0;142466;0;0;0;0;0;0;0;0;0;0;895;33693;83;0;141536;0;0;0;0;0;1;0;0;0;0;900;0;0;0;0;0;0;429898;12244;0;0;48715;0;0;0;0;0;0;0;3;0;0;0;0;895;0;0;427251;0;0;0;0;2;900;414;0;0;0;0;428920;52375;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;265;0;0;0;0;168;437898;1;1;0;12271;0;0;0;0
4005079;0;7;0;0;0;0;0;0;906;0;0;0;0;0;0;897;0;0;413;2;0;0;0;9831;0;0;0;0;0;0;0;0;0;0;0;141619;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;14;0;906;0;0;0;178;0;1;0;141619;0;0;0;0;2;0;897;0;9;0;0;0;0;0;12277;0;591;0;0;0;0;1230;0;0;0;0;9748;0;0;142549;0;0;0;0;0;0;0;0;0;0;897;33701;83;0;141620;0;0;0;0;0;1;0;0;0;0;906;0;0;0;0;0;0;430149;12244;0;0;48721;0;0;0;0;0;0;0;3;0;0;0;0;897;0;0;427501;0;0;0;0;2;906;414;0;0;0;0;429171;52376;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;265;0;0;0;0;169;438151;1;1;0;12271;0;0;0;0
5006133;0;7;0;0;0;0;0;0;906;0;0;0;0;0;0;897;0;0;413;2;0;0;0;9831;0;0;0;0;0;0;0;0;0;0;0;141702;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;14;0;906;0;0;0;178;0;1;0;141702;0;0;0;0;2;0;897;0;9;0;0;0;0;0;12277;0;591;0;0;0;0;1230;0;0;0;0;9749;0;0;142633;0;0;0;0;0;0;0;0;0;0;897;33701;83;0;141703;0;0;0;0;0;1;0;0;0;0;906;0;0;0;0;0;0;430401;12244;0;0;48721;0;0;0;0;0;0;0;3;0;0;0;0;897;0;0;427751;0;0;0;0;2;906;414;0;0;0;0;429422;52376;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;265;0;0;0;0;169;438406;1;1;0;12271;0;0;0;0
6007186;0;7;0;0;0;0;0;0;909;0;0;0;0;0;0;900;0;0;413;2;0;0;0;9832;0;0;0;0;0;0;0;0;0;0;0;141786;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;14;0;909;0;0;0;180;0;1;0;141786;0;0;0;0;2;0;900;0;9;0;0;0;0;0;12277;0;591;0;0;0;0;1230;0;0;0;0;9750;0;0;142714;0;0;0;0;0;0;0;0;0;0;900;33702;83;0;141787;0;0;0;0;0;1;0;0;0;0;909;0;0;0;0;0;0;430652;12244;0;0;48722;0;0;0;0;0;0;0;3;0;0;0;0;900;0;0;428002;0;0;0;0;2;909;414;0;0;0;0;429674;52377;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;265;0;0;0;0;170;438660;1;1;0;12271;0;0;0;0
7008217;0;7;0;0;0;0;0;0;910;0;0;0;0;0;0;900;0;0;413;2;0;0;0;9832;0;0;0;0;0;0;0;0;0;0;0;141869;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;14;0;910;0;0;0;180;0;1;0;141869;0;0;0;0;2;0;900;0;9;0;0;0;0;0;12277;0;591;0;0;0;0;1230;0;0;0;0;9750;0;0;142798;0;0;0;0;0;0;0;0;0;0;900;33702;83;0;141870;0;0;0;0;0;1;0;0;0;0;910;0;0;0;0;0;0;430903;12244;0;0;48722;0;0;0;0;0;0;0;3;0;0;0;0;900;0;0;428252;0;0;0;0;2;910;414;0;0;0;0;429925;52377;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;265;0;0;0;0;170;438914;1;1;0;12271;0;0;0;0
8009249;0;7;0;0;0;0;0;0;910;0;0;0;0;0;0;901;0;0;413;2;0;0;0;9833;0;0;0;0;0;0;0;0;0;0;0;141952;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;14;0;910;0;0;0;180;0;1;0;141952;0;0;0;0;2;0;901;0;9;0;0;0;0;0;12277;0;591;0;0;0;0;1230;0;0;0;0;9750;0;0;142882;0;0;0;0;0;0;0;0;0;0;901;33703;83;0;141953;0;0;0;0;0;1;0;0;0;0;910;0;0;0;0;0;0;431154;12244;0;0;48723;0;0;0;0;0;0;0;3;0;0;0;0;901;0;0;428502;0;0;0;0;2;910;414;0;0;0;0;430176;52378;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;265;0;0;0;0;170;439166;1;1;0;12271;0;0;0;0
9010280;0;7;0;0;0;0;0;0;911;0;0;0;0;0;0;901;0;0;413;2;0;0;0;9833;0;0;0;0;0;0;0;0;0;0;0;142036;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;14;0;911;0;0;0;180;0;1;0;142036;0;0;0;0;2;0;901;0;9;0;0;0;0;0;12277;0;591;0;0;0;0;1230;0;0;0;0;9750;0;0;142965;0;0;0;0;0;0;0;0;0;0;901;33703;83;0;142037;0;0;0;0;0;1;0;0;0;0;911;0;0;0;0;0;0;431406;12244;0;0;48723;0;0;0;0;0;0;0;3;0;0;0;0;901;0;0;428752;0;0;0;0;2;911;414;0;0;0;0;430427;52378;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;265;0;0;0;0;170;439420;1;1;0;12271;0;0;0;0
10011305;0;7;0;0;0;0;0;0;911;0;0;0;0;0;0;902;0;0;413;2;0;0;0;9834;0;0;0;0;0;0;0;0;0;0;0;142119;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;14;0;911;0;0;0;180;0;1;0;142119;0;0;0;0;2;0;902;0;9;0;0;0;0;0;12277;0;591;0;0;0;0;1230;0;0;0;0;9750;0;0;143048;0;0;0;0;0;0;0;0;0;0;902;33704;83;0;142120;0;0;0;0;0;1;0;0;0;0;911;0;0;0;0;0;0;431657;12244;0;0;48724;0;0;0;0;0;0;0;3;0;0;0;0;902;0;0;429003;0;0;0;0;2;911;414;0;0;0;0;430679;52379;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;265;0;0;0;0;170;439672;1;1;0;12271;0;0;0;0
11012334;0;7;0;0;0;0;0;0;912;0;0;0;0;0;0;902;0;0;413;2;0;0;0;9834;0;0;0;0;0;0;0;0;0;0;0;142203;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;14;0;912;0;0;0;180;0;1;0;142203;0;0;0;0;2;0;902;0;9;0;0;0;0;0;12277;0;591;0;0;0;0;1230;0;0;0;0;9750;0;0;143132;0;0;0;0;0;0;0;0;0;0;902;33704;83;0;142204;0;0;0;0;0;1;0;0;0;0;912;0;0;0;0;0;0;431909;12244;0;0;48724;0;0;0;0;0;0;0;3;0;0;0;0;902;0;0;429254;0;0;0;0;2;912;414;0;0;0;0;430930;52379;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;265;0;0;0;0;170;439925;1;1;0;12271;0;0;0;0
12013365;0;7;0;0;0;0;0;0;912;0;0;0;0;0;0;903;0;0;413;2;0;0;0;9835;0;0;0;0;0;0;0;0;0;0;0;142286;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;14;0;912;0;0;0;180;0;1;0;142286;0;0;0;0;2;0;903;0;9;0;0;0;0;0;12277;0;591;0;0;0;0;1230;0;0;0;0;9750;0;0;143215;0;0;0;0;0;0;0;0;0;0;903;33705;83;0;142287;0;0;0;0;0;1;0;0;0;0;912;0;0;0;0;0;0;432159;12244;0;0;48725;0;0;0;0;0;0;0;3;0;0;0;0;903;0;0;429503;0;0;0;0;2;912;414;0;0;0;0;431181;52380;0;146;0;0;51;1;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;265;0;0;0;0;170;440177;1;1;0;12271;0;0;0;0
