RES_Rescheduling_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU2;THR_Threshold_APIC_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;PMI_Performance_monitoring_interrupts_CPU0;TLB_TLB_shootdowns_CPU1;1_IO-APIC_1-edge_i8042_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;MCE_Machine_check_exceptions_CPU2;MCP_Machine_check_polls_CPU1;NPI_Nested_posted-interrupt_event_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;SPU_Spurious_interrupts_CPU2;LOC_Local_timer_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;CAL_Function_call_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;IWI_IRQ_work_interrupts_CPU0;MCP_Machine_check_polls_CPU2;TLB_TLB_shootdowns_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;IWI_IRQ_work_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;12_IO-APIC_12-edge_i8042_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;RES_Rescheduling_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU2;LOC_Local_timer_interrupts_CPU2;timestamp_us;RTR_APIC_ICR_read_retries_CPU0;MCE_Machine_check_exceptions_CPU0;CAL_Function_call_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;TRM_Thermal_event_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;MCE_Machine_check_exceptions_CPU1;12_IO-APIC_12-edge_i8042_CPU2;12_IO-APIC_12-edge_i8042_CPU1;TLB_TLB_shootdowns_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;PIN_Posted-interrupt_notification_event_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;TRM_Thermal_event_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;THR_Threshold_APIC_interrupts_CPU1;SPU_Spurious_interrupts_CPU1;CAL_Function_call_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU1;MCP_Machine_check_polls_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;THR_Threshold_APIC_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;ERR_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;PMI_Performance_monitoring_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;MIS_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;NMI_Non-maskable_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;6_IO-APIC_6-edge_floppy_CPU0;6_IO-APIC_6-edge_floppy_CPU2;PMI_Performance_monitoring_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;RES_Rescheduling_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;1_IO-APIC_1-edge_i8042_CPU0;PIN_Posted-interrupt_notification_event_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;SPU_Spurious_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;LOC_Local_timer_interrupts_CPU0
44864;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;350339;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;351059;22023238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44492;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;351897
44864;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;350589;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;351310;23024258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44492;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;352147
44864;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;350840;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;351561;24025295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44492;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;352399
44864;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;351090;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;351813;25026312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44492;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;352649
44864;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;351340;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;352064;26027332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44492;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;352899
44864;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;351590;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;352315;27028366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44492;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;353149
44866;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;351841;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;352566;28029397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44494;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;353400
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;352091;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;352818;29030424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;353651
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;352341;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;353069;30031445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;353901
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;352591;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;353320;31032459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;354151
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;352842;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;353571;32033479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;354402
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;353092;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;353823;33034518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;354652
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;353342;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;354074;34035541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;354903
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;353592;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;354325;35036558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;355154
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;353843;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;354576;36037585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;355404
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;354093;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;354828;37038609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;355654
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;354343;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;355079;38039626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;355904
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;354593;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;355330;39040652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44496;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;356155
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;354844;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;355581;40041673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44516;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;356405
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;355094;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;355833;41042693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44516;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;356655
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;355344;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;356084;42043721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44516;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;356905
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;355594;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;356335;43044740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;357156
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;355845;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;356586;44045759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;357407
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;356095;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;356838;45046786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;357657
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;356345;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;357089;46047804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;357907
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;356595;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;357340;47048831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;358158
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;356846;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;357592;48049856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;358409
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;357096;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;357843;49050872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;358659
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;357346;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;358094;50051892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;358909
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;357596;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;358345;51052921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;359160
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;357847;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;358597;52053939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;359410
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;358097;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;358848;53054959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;359660
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;358347;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;359099;54055987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;359911
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;358597;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;359350;55057006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;360162
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;358848;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;359602;56058024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;360412
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;359098;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;359853;57059055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;360662
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;359348;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;360104;58060074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;360912
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;359598;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;360355;59061092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;361163
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;359849;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;360607;60062124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;361413
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;360099;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;360858;61063140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;361663
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;360349;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;361109;62064159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;361913
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;360600;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;361360;63065190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;362164
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;360850;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;361612;64066207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;362415
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;361100;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;361863;65067225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;362665
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;361350;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;362114;66068252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;362915
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;361601;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;362365;67069273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;363166
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;361851;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;362617;68070292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;363416
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;362101;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;362868;69071319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;363666
44897;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;362351;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;363119;70072352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;363916
44897;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;362602;0;0;8907;0;0;0;1;0;0;0;0;0;0;3;15;0;0;0;0;0;0;8;0;363370;71073379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44517;0;0;0;0;0;8906;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;364167
