1_IO-APIC_1-edge_i8042_CPU1;PIN_Posted-interrupt_notification_event_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;LOC_Local_timer_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;IWI_IRQ_work_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU0;MCE_Machine_check_exceptions_CPU2;6_IO-APIC_6-edge_floppy_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;SPU_Spurious_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;MCE_Machine_check_exceptions_CPU1;NMI_Non-maskable_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;PIN_Posted-interrupt_notification_event_CPU1;RES_Rescheduling_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;CAL_Function_call_interrupts_CPU2;CAL_Function_call_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;IWI_IRQ_work_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU0;TLB_TLB_shootdowns_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;12_IO-APIC_12-edge_i8042_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;TRM_Thermal_event_interrupts_CPU0;MCP_Machine_check_polls_CPU0;TLB_TLB_shootdowns_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU1;RTR_APIC_ICR_read_retries_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;MCP_Machine_check_polls_CPU1;MIS_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;LOC_Local_timer_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU2;TRM_Thermal_event_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;RES_Rescheduling_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU1;RTR_APIC_ICR_read_retries_CPU2;PMI_Performance_monitoring_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;PMI_Performance_monitoring_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;THR_Threshold_APIC_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU2;LOC_Local_timer_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;timestamp_us;THR_Threshold_APIC_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;CAL_Function_call_interrupts_CPU0;SPU_Spurious_interrupts_CPU2;ERR_CPU0;TLB_TLB_shootdowns_CPU2;IWI_IRQ_work_interrupts_CPU1;MCP_Machine_check_polls_CPU2;MCE_Machine_check_exceptions_CPU0;NPI_Nested_posted-interrupt_event_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU0;SPU_Spurious_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;RES_Rescheduling_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2
0;0;0;0;0;6;262801;0;4;0;0;0;0;0;44222;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;262431;0;0;0;0;0;0;0;0;43694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263873;0;0;9;0;0;22023255;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;263052;0;4;0;0;0;0;0;44222;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;262682;0;0;0;0;0;0;0;0;43694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264124;0;0;9;0;0;23024275;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;263304;0;4;0;0;0;0;0;44222;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;262932;0;0;0;0;0;0;0;0;43694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264374;0;0;9;0;0;24025303;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;263555;0;4;0;0;0;0;0;44222;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;263182;0;0;0;0;0;0;0;0;43694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264624;0;0;9;0;0;25026334;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;263806;0;4;0;0;0;0;0;44222;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;263432;0;0;0;0;0;0;0;0;43694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264875;0;0;9;0;0;26027355;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;264057;0;4;0;0;0;0;0;44222;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;263683;0;0;0;0;0;0;0;0;43694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265126;0;0;9;0;0;27028380;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;264309;0;4;0;0;0;0;0;44224;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;263933;0;0;0;0;0;0;0;0;43696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265376;0;0;9;0;0;28029413;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;264560;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;264183;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265627;0;0;9;0;0;29030440;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;264811;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;264433;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265877;0;0;9;0;0;30031461;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;265062;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;264684;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266128;0;0;9;0;0;31032478;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;265314;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;264934;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266378;0;0;9;0;0;32033515;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;265565;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;265184;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266628;0;0;9;0;0;33034522;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;265816;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;265434;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266879;0;0;9;0;0;34035538;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;266067;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;265685;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267129;0;0;9;0;0;35036559;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;266319;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;265935;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267380;0;0;9;0;0;36037588;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;266570;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;266185;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267630;0;0;9;0;0;37038605;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;266821;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;266435;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267881;0;0;9;0;0;38039623;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;267072;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;266686;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268131;0;0;9;0;0;39040652;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;267324;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;266936;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268382;0;0;9;0;0;40041670;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;267575;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;267186;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268632;0;0;9;0;0;41042688;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;267826;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;267436;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268883;0;0;9;0;0;42043717;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;268077;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;267687;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269133;0;0;9;0;0;43044734;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;268329;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;267937;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269383;0;0;9;0;0;44045755;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;268580;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;268187;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269633;0;0;9;0;0;45046781;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;268831;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;268437;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269885;0;0;9;0;0;46047801;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;269082;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;268688;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270135;0;0;9;0;0;47048822;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;269334;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;268938;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270385;0;0;9;0;0;48049848;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;269585;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;269188;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270635;0;0;9;0;0;49050868;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;269836;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;269438;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270886;0;0;9;0;0;50051888;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;270088;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;269689;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271136;0;0;9;0;0;51052929;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;270339;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;269939;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271386;0;0;9;0;0;52053947;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;270590;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;270189;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271636;0;0;9;0;0;53054965;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;270841;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;270439;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271887;0;0;9;0;0;54055992;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;271093;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;270690;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272137;0;0;9;0;0;55057010;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;271344;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;270940;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272388;0;0;9;0;0;56058032;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;271595;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;271190;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272638;0;0;9;0;0;57059056;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;271846;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;271440;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272889;0;0;9;0;0;58060076;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;272098;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;271691;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273139;0;0;9;0;0;59061099;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;272349;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;271941;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273389;0;0;9;0;0;60062125;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;272600;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;272191;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273639;0;0;9;0;0;61063142;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;272851;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;272441;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273890;0;0;9;0;0;62064162;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;273103;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;272692;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274140;0;0;9;0;0;63065190;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;273354;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;272942;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274390;0;0;9;0;0;64066207;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;273605;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;273192;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274641;0;0;9;0;0;65067230;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;273856;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;273443;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274893;0;0;9;0;0;66068257;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;274108;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;273693;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275143;0;0;9;0;0;67069273;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;274359;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;273943;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275393;0;0;9;0;0;68070292;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;6;274610;0;4;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;274193;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275643;0;0;9;0;0;69071322;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;7;274861;0;5;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;274444;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275894;0;0;9;0;0;70072355;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
0;0;0;0;0;7;275113;0;6;0;0;0;0;0;44227;0;0;0;0;0;0;4;0;0;0;0;0;0;8906;8907;0;0;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;274694;0;0;0;0;0;0;0;0;43727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276144;0;0;9;0;0;71073378;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0
