10_IO-APIC_10-fasteoi_virtio2_CPU0;MCP_Machine_check_polls_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;MCP_Machine_check_polls_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;PIN_Posted-interrupt_notification_event_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;PIN_Posted-interrupt_notification_event_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;RTR_APIC_ICR_read_retries_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;MCE_Machine_check_exceptions_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;MIS_CPU0;LOC_Local_timer_interrupts_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;SPU_Spurious_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;RTR_APIC_ICR_read_retries_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;1_IO-APIC_1-edge_i8042_CPU2;RES_Rescheduling_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;MCP_Machine_check_polls_CPU0;NPI_Nested_posted-interrupt_event_CPU0;THR_Threshold_APIC_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU1;MCE_Machine_check_exceptions_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;TRM_Thermal_event_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;TLB_TLB_shootdowns_CPU1;TLB_TLB_shootdowns_CPU0;IWI_IRQ_work_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU1;SPU_Spurious_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;ERR_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;THR_Threshold_APIC_interrupts_CPU1;LOC_Local_timer_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU0;CAL_Function_call_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;timestamp_us;CAL_Function_call_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;12_IO-APIC_12-edge_i8042_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU1;PIN_Posted-interrupt_notification_event_CPU1;6_IO-APIC_6-edge_floppy_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;LOC_Local_timer_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;MCE_Machine_check_exceptions_CPU2;RES_Rescheduling_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;1_IO-APIC_1-edge_i8042_CPU1;NMI_Non-maskable_interrupts_CPU1;TLB_TLB_shootdowns_CPU2;NPI_Nested_posted-interrupt_event_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU2;IWI_IRQ_work_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;PMI_Performance_monitoring_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU2;CAL_Function_call_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;SPU_Spurious_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;RES_Rescheduling_interrupts_CPU1
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221107;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44104;0;0;0;0;0;0;0;0;0;0;0;0;0;221307;0;8906;0;27028240;8907;0;15;3;0;0;0;0;2;0;222487;0;0;0;0;43105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221358;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44106;0;0;0;0;0;0;0;0;0;0;0;0;0;221558;0;8906;0;28029265;8907;0;15;3;0;0;0;0;2;0;222737;0;0;0;0;43107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221608;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;221810;0;8906;0;29030298;8907;0;15;3;0;0;0;0;2;0;222988;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221858;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;222061;0;8906;0;30031304;8907;0;15;3;0;0;0;0;2;0;223239;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222108;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;222312;0;8906;0;31032320;8907;0;15;3;0;0;0;0;2;0;223490;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222359;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;222563;0;8906;0;32033347;8907;0;15;3;0;0;0;0;2;0;223740;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222609;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;222815;0;8906;0;33034372;8907;0;15;3;0;0;0;0;2;0;223990;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222859;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;223066;0;8906;0;34035383;8907;0;15;3;0;0;0;0;2;0;224240;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223109;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;223317;0;8906;0;35036407;8907;0;15;3;0;0;0;0;2;0;224491;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223360;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;223568;0;8906;0;36037426;8907;0;15;3;0;0;0;0;2;0;224742;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223610;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;223820;0;8906;0;37038453;8907;0;15;3;0;0;0;0;2;0;224992;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223860;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;224071;0;8906;0;38039469;8907;0;15;3;0;0;0;0;2;0;225242;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224110;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;224322;0;8906;0;39040487;8907;0;15;3;0;0;0;0;2;0;225493;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224361;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;224574;0;8906;0;40041503;8907;0;15;3;0;0;0;0;2;0;225743;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224611;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;224825;0;8906;0;41042539;8907;0;15;3;0;0;0;0;2;0;225993;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224861;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;225076;0;8906;0;42043548;8907;0;15;3;0;0;0;0;2;0;226243;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225111;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;225327;0;8906;0;43044565;8907;0;15;3;0;0;0;0;2;0;226494;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225362;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;225579;0;8906;0;44045588;8907;0;15;3;0;0;0;0;2;0;226744;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225612;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;225830;0;8906;0;45046613;8907;0;15;3;0;0;0;0;2;0;226994;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225862;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;226081;0;8906;0;46047626;8907;0;15;3;0;0;0;0;2;0;227245;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226112;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;226332;0;8906;0;47048650;8907;0;15;3;0;0;0;0;2;0;227496;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226363;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;226584;0;8906;0;48049665;8907;0;15;3;0;0;0;0;2;0;227746;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226613;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;226835;0;8906;0;49050696;8907;0;15;3;0;0;0;0;2;0;227996;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226863;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;227086;0;8906;0;50051710;8907;0;15;3;0;0;0;0;2;0;228246;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227113;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;227337;0;8906;0;51052727;8907;0;15;3;0;0;0;0;2;0;228497;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227364;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;227589;0;8906;0;52053746;8907;0;15;3;0;0;0;0;2;0;228747;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227614;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;227840;0;8906;0;53054767;8907;0;15;3;0;0;0;0;2;0;228997;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227864;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;228091;0;8906;0;54055784;8907;0;15;3;0;0;0;0;2;0;229247;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228115;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;228342;0;8906;0;55056801;8907;0;15;3;0;0;0;0;2;0;229498;0;0;0;0;43138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228365;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;228594;0;8906;0;56057831;8907;0;15;3;0;0;0;0;2;0;229753;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228615;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;228845;0;8906;0;57058843;8907;0;15;3;0;0;0;0;2;0;230003;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228865;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;229096;0;8906;0;58059863;8907;0;15;3;0;0;0;0;2;0;230253;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229116;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44108;0;0;0;0;0;0;0;0;0;0;0;0;0;229347;0;8906;0;59060887;8907;0;15;3;0;0;0;0;2;0;230504;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229366;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44110;0;0;0;0;0;0;0;0;0;0;0;0;0;229599;0;8906;0;60061910;8907;0;15;3;0;0;0;0;2;0;230757;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229616;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44110;0;0;0;0;0;0;0;0;0;0;0;0;0;229850;0;8906;0;61062923;8907;0;15;3;0;0;0;0;2;0;231007;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229866;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44110;0;0;0;0;0;0;0;0;0;0;0;0;0;230101;0;8906;0;62063946;8907;0;15;3;0;0;0;0;2;0;231257;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230117;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44110;0;0;0;0;0;0;0;0;0;0;0;0;0;230352;0;8906;0;63064964;8907;0;15;3;0;0;0;0;2;0;231508;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230367;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44110;0;0;0;0;0;0;0;0;0;0;0;0;0;230604;0;8906;0;64065981;8907;0;15;3;0;0;0;0;2;0;231758;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230617;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44111;0;0;0;0;0;0;0;0;0;0;0;0;0;230855;0;8906;0;65067004;8907;0;15;3;0;0;0;0;2;0;232008;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230867;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44111;0;0;0;0;0;0;0;0;0;0;0;0;0;231106;0;8906;0;66068021;8907;0;15;3;0;0;0;0;2;0;232259;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231118;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44111;0;0;0;0;0;0;0;0;0;0;0;0;0;231357;0;8906;0;67069038;8907;0;15;3;0;0;0;0;2;0;232510;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231368;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44111;0;0;0;0;0;0;0;0;0;0;0;0;0;231609;0;8906;0;68070060;8907;0;15;3;0;0;0;0;2;0;232760;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231618;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;44111;0;0;0;0;0;0;0;0;0;0;0;0;0;231860;0;8906;0;69071080;8907;0;15;3;0;0;0;0;2;0;233010;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231868;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;44112;0;0;0;0;0;0;0;0;0;0;0;0;0;232111;0;8906;0;70072109;8907;0;15;3;0;0;0;0;2;0;233263;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232119;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;44112;0;0;0;0;0;0;0;0;0;0;0;0;0;232362;0;8906;0;71073130;8907;0;15;3;0;0;0;0;2;0;233513;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232369;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;44112;0;0;0;0;0;0;0;0;0;0;0;0;0;232614;0;8906;0;72074166;8907;0;15;3;0;0;0;0;2;0;233763;0;0;0;0;43143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2
0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232619;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;44114;0;0;0;0;0;0;0;0;0;0;0;0;0;232865;0;8906;0;73075188;8907;0;15;3;0;0;0;0;2;0;234013;0;0;0;0;43145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2
0;1;;0;1;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232869;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;44128;0;0;0;0;0;0;0;0;0;0;0;0;0;233116;0;8906;0;74076217;8907;0;15;3;0;0;0;0;2;0;234257;0;0;;0;43178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;3
