6_IO-APIC_6-edge_floppy_CPU2;TRM_Thermal_event_interrupts_CPU2;MCE_Machine_check_exceptions_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;1_IO-APIC_1-edge_i8042_CPU1;RES_Rescheduling_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU1;MCP_Machine_check_polls_CPU2;RTR_APIC_ICR_read_retries_CPU2;LOC_Local_timer_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU2;RTR_APIC_ICR_read_retries_CPU0;12_IO-APIC_12-edge_i8042_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;SPU_Spurious_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;IWI_IRQ_work_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;SPU_Spurious_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;NMI_Non-maskable_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;NMI_Non-maskable_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;IWI_IRQ_work_interrupts_CPU1;MCE_Machine_check_exceptions_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;RES_Rescheduling_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;IWI_IRQ_work_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;timestamp_us;PIW_Posted-interrupt_wakeup_event_CPU0;MCP_Machine_check_polls_CPU1;SPU_Spurious_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;TLB_TLB_shootdowns_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU0;ERR_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;LOC_Local_timer_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;MCP_Machine_check_polls_CPU0;RTR_APIC_ICR_read_retries_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;LOC_Local_timer_interrupts_CPU1;CAL_Function_call_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;CAL_Function_call_interrupts_CPU2;TLB_TLB_shootdowns_CPU2;NPI_Nested_posted-interrupt_event_CPU1;PMI_Performance_monitoring_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU1;RES_Rescheduling_interrupts_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;MCE_Machine_check_exceptions_CPU1;TLB_TLB_shootdowns_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;MIS_CPU0;NPI_Nested_posted-interrupt_event_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;PIN_Posted-interrupt_notification_event_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;CAL_Function_call_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;6_IO-APIC_6-edge_floppy_CPU0;12_IO-APIC_12-edge_i8042_CPU0;THR_Threshold_APIC_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;TRM_Thermal_event_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1
0;0;0;0;0;0;52802;0;0;1;0;945014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;22023217;0;1;0;0;0;0;0;46332;0;0;0;0;0;0;0;944307;0;0;1;0;0;0;0;941955;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52802;0;0;1;0;945265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;23024243;0;1;0;0;0;0;0;46332;0;0;0;0;0;0;0;944558;0;0;1;0;0;0;0;942205;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52802;0;0;1;0;945516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;24025271;0;1;0;0;0;0;0;46332;0;0;0;0;0;0;0;944808;0;0;1;0;0;0;0;942456;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52802;0;0;1;0;945768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;25026285;0;1;0;0;0;0;0;46332;0;0;0;0;0;0;0;945058;0;0;1;0;0;0;0;942706;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52802;0;0;1;0;946019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;26027313;0;1;0;0;0;0;0;46332;0;0;0;0;0;0;0;945309;0;0;1;0;0;0;0;942956;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52802;0;0;1;0;946270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;27028333;0;1;0;0;0;0;0;46332;0;0;0;0;0;0;0;945560;0;0;1;0;0;0;0;943206;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52804;0;0;1;0;946521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;28029371;0;1;0;0;0;0;0;46334;0;0;0;0;0;0;0;945810;0;0;1;0;0;0;0;943457;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;946773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;29030394;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;946061;0;0;1;0;0;0;0;943707;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;947024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;30031409;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;946311;0;0;1;0;0;0;0;943957;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;947275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;31032426;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;946562;0;0;1;0;0;0;0;944207;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;947526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;32033457;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;946812;0;0;1;0;0;0;0;944458;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;947778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;33034474;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;947062;0;0;1;0;0;0;0;944708;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;948029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;34035492;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;947312;0;0;1;0;0;0;0;944958;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;948280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;35036519;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;947563;0;0;1;0;0;0;0;945208;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;948532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;36037539;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;947814;0;0;1;0;0;0;0;945459;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;948783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;37038557;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;948064;0;0;1;0;0;0;0;945709;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;949034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;38039585;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;948314;0;0;1;0;0;0;0;945959;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;949285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;39040604;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;948565;0;0;1;0;0;0;0;946209;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;949537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;40041624;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;948815;0;0;1;0;0;0;0;946460;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;949788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;41042651;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;949065;0;0;1;0;0;0;0;946710;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;950039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;42043672;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;949315;0;0;1;0;0;0;0;946960;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;950290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;43044691;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;949566;0;0;1;0;0;0;0;947210;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;950542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;44045715;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;949816;0;0;1;0;0;0;0;947461;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;950793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;45046734;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;950066;0;0;1;0;0;0;0;947711;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;951044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;46047757;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;950318;0;0;1;0;0;0;0;947961;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;951295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;47048784;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;950569;0;0;1;0;0;0;0;948211;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;951547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;48049799;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;950819;0;0;1;0;0;0;0;948462;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;951798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;49050822;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;951069;0;0;1;0;0;0;0;948712;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;952049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;50051848;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;951319;0;0;1;0;0;0;0;948962;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;952300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;51052865;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;951570;0;0;1;0;0;0;0;949213;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;952552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;52053884;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;951820;0;0;1;0;0;0;0;949463;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;952803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;53054912;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;952070;0;0;1;0;0;0;0;949713;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;953054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;54055929;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;952320;0;0;1;0;0;0;0;949963;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;953305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;55056949;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;952571;0;0;1;0;0;0;0;950214;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;953557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;56057975;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;952822;0;0;1;0;0;0;0;950464;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;953808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;57058990;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;953072;0;0;1;0;0;0;0;950714;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;954059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;58060013;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;953322;0;0;1;0;0;0;0;950964;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;954310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;59061039;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;953573;0;0;1;0;0;0;0;951215;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;954562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;60062072;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;953823;0;0;1;0;0;0;0;951465;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;954813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;61063074;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;954073;0;0;1;0;0;0;0;951715;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;955064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;62064102;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;954323;0;0;1;0;0;0;0;951965;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;955315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;63065120;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;954574;0;0;1;0;0;0;0;952216;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;955567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;64066141;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;954824;0;0;1;0;0;0;0;952466;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;955818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;65067164;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;955074;0;0;1;0;0;0;0;952716;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;956069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;66068187;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;955326;0;0;1;0;0;0;0;952966;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;956320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;67069204;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;955576;0;0;1;0;0;0;0;953217;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;956572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;68070229;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;955826;0;0;1;0;0;0;0;953467;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;956823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;69071252;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;956076;0;0;1;0;0;0;0;953717;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;957074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;70072285;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;956327;0;0;1;0;0;0;0;953967;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
0;0;0;0;0;0;52837;0;0;1;0;957325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;71073311;0;1;0;0;0;0;0;46337;0;0;0;0;0;0;0;956577;0;0;1;0;0;0;0;954218;8907;0;0;0;8906;0;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0
